"","folio","ls","ls00","pid_link"
"1780",424000,10,10,"0042400010"
"1781",424000,11,11,"0042400011"
"1782",424000,12,12,"0042400012"
"1783",424000,13,13,"0042400013"
"1784",424000,14,14,"0042400014"
"1785",426000,1,1,"0042600001"
"1786",426000,2,2,"0042600002"
"1787",426000,3,3,"0042600003"
"1788",426000,4,4,"0042600004"
"1789",426000,5,5,"0042600005"
"1790",426000,6,6,"0042600006"
"1791",428000,1,1,"0042800001"
"1792",428000,2,2,"0042800002"
"1793",428000,3,3,"0042800003"
"1794",428000,4,4,"0042800004"
"1795",428000,5,5,"0040600004"
"1796",428000,6,6,"0042800006"
"1797",429000,1,1,"0042900001"
"1798",429000,2,2,"0042900002"
"1799",429000,3,3,"0042900003"
"1800",429000,4,4,"0042900004"
"1801",430000,1,1,"0043000001"
"1802",430000,2,2,"0043000002"
"1803",430000,3,3,"0043000003"
"1804",430000,4,4,"0043000004"
"1805",430000,5,5,"0043000005"
"1806",431000,1,1,"0043100001"
"1807",431000,2,2,"0043100002"
"1808",431000,3,3,"0043100003"
"1809",431000,4,4,"0043100004"
"1810",431000,5,5,"0043100005"
"1811",431000,6,6,"0043100006"
"1812",432000,1,1,"0043200001"
"1813",432000,2,2,"0043200002"
"1814",432000,3,3,"0043200003"
"1815",432000,4,4,"0043200004"
"1816",432000,5,5,"0043200005"
"1817",432000,6,6,"0043200006"
"1818",433000,1,1,"0043300001"
"1819",433000,2,2,"0043300002"
"1820",433000,3,3,"0043300003"
"1821",433000,4,4,"0043300004"
"1822",433000,5,5,"0043300005"
"1823",433000,6,6,"0043300006"
"1824",434000,1,1,"0043400001"
"1825",434000,2,2,"0043400002"
"1826",434000,3,3,"0043400003"
"1827",434000,4,4,"0043400004"
"1828",434000,5,5,"0043400005"
"1829",435000,1,1,"0043500001"
"1830",435000,2,2,"0043500002"
"1831",436000,1,1,"0043600001"
"1832",436000,2,2,"0043600002"
"1833",436000,3,3,"0043600003"
"1834",436000,4,4,"0043600004"
"1835",437000,1,1,"0043700001"
"1836",439000,1,1,"0043900001"
"1837",439000,2,2,"0043900002"
"1838",439000,3,3,"0043900003"
"1839",439000,4,4,"0043900004"
"1840",440000,1,1,"0044000001"
"1841",440000,2,2,"0044000002"
"1842",440000,3,3,"0044000003"
"1843",440000,4,4,"0044000004"
"1844",440000,5,5,"0044000005"
"1845",440000,6,6,"0044000006"
"1846",440000,7,7,"0044000007"
"1847",440000,8,8,"0044000008"
"1848",440000,9,9,"0044000009"
"1849",441000,1,1,"0044100001"
"1850",441000,2,2,"0044100002"
"1851",441000,3,3,"0044100003"
"1852",441000,4,4,"0044100004"
"1853",441000,5,5,"0044100005"
"1854",441000,6,6,"0044100006"
"1855",441000,7,7,"0044100007"
"1856",443000,1,1,"0044300001"
"1857",443000,2,2,"0044300002"
"1858",443000,3,3,"0044300003"
"1859",443000,4,4,"0044300004"
"1860",443000,5,5,"0044300005"
"1861",443000,6,6,"0044300006"
"1862",444000,1,1,"0044400001"
"1863",444000,2,2,"0044400002"
"1864",444000,3,3,"0044400003"
"1865",444000,4,4,"0044400004"
"1866",444000,5,5,"0044400005"
"1867",444000,6,6,"0044400006"
"1868",444000,7,7,"0044400007"
"1869",444000,8,8,"0044400008"
"1870",445000,1,1,"0044500001"
"1871",445000,2,2,"0044500002"
"1872",445000,3,3,"0044500003"
"1873",446000,1,1,"0044600001"
"1874",446000,2,2,"0044600002"
"1875",446000,3,3,"0044600003"
"1876",446000,4,4,"0044600004"
"1877",446000,5,5,"0044600005"
"1878",447000,1,1,"0044700001"
"1879",447000,2,2,"0044700002"
"1880",447000,3,3,"0044700003"
"1881",447000,4,4,"0044700004"
"1882",450000,1,1,"0045000001"
"1883",450000,2,2,"0045000002"
"1884",450000,3,3,"0045000003"
"1885",451000,1,1,"0045100001"
"1886",451000,2,2,"0045100002"
"1887",451000,3,3,"0045100003"
"1888",451000,4,4,"0045100004"
"1889",451000,5,5,"0045100005"
"1890",451000,6,6,"0045100006"
"1891",454000,1,1,"0045400001"
"1892",454000,2,2,"0045400002"
"1893",455000,1,1,"0045500001"
"1894",455000,2,2,"0045500002"
"1895",455000,3,3,"0045500003"
"1896",456000,1,1,"0045600001"
"1897",456000,2,2,"0045600002"
"1898",456000,3,3,"0045600003"
"1899",456000,4,4,"0045600004"
"1900",456000,5,5,"0045600005"
"1901",456000,6,6,"0045600006"
"1902",456000,7,7,"0045600007"
"1903",456000,8,8,"0045600008"
"1904",457000,1,1,"0045700001"
"1905",458000,1,1,"0045800001"
"1906",458000,2,2,"0045800002"
"1907",459000,1,1,"0045900001"
"1908",459000,2,2,"0045900002"
"1909",459000,3,3,"0045900003"
"1910",459000,4,4,"0045900004"
"1911",459000,5,5,"0045900005"
"1912",460000,1,1,"0046000001"
"1913",460000,2,2,"0046000002"
"1914",460000,3,3,"0046000003"
"1915",460000,4,4,"0046000004"
"1916",461000,1,1,"0046100001"
"1917",461000,2,2,"0046100002"
"1918",463000,1,1,"0046300001"
"1919",463000,2,2,""
"1920",463000,3,3,"0046300003"
"1921",463000,4,4,"0046300004"
"1922",463000,5,5,"0046300005"
"1923",463002,1,1,"0046300201"
"1924",463002,2,2,"0046300002"
"1925",463002,3,3,"0046300203"
"1926",464000,1,1,"0046400001"
"1927",464000,2,2,"0046400002"
"1928",464000,3,3,""
"1929",464003,1,1,"0046400301"
"1930",464003,2,2,"0046400003"
"1931",465000,1,1,"0046500001"
"1932",465000,2,2,""
"1933",465000,3,3,"0046500003"
"1934",465000,4,4,"0046500004"
"1935",465002,1,1,"0046500201"
"1936",465002,2,2,"0046500002"
"1937",465002,3,3,"0046500203"
"1938",466000,1,1,"0046600001"
"1939",466000,2,2,"0046600002"
"1940",466000,3,3,"0046600003"
"1941",466000,4,4,"0046600004"
"1942",466000,5,5,"0046600005"
"1943",467000,1,1,"0046700001"
"1944",467000,2,2,"0046700002"
"1945",467000,3,3,"0046700003"
"1946",467000,4,4,"0046700004"
"1947",467000,5,5,"0046700005"
"1948",468000,1,1,"0046800001"
"1949",468000,2,2,"0046800002"
"1950",468000,3,3,"0046800003"
"1951",468000,4,4,"0046800004"
"1952",468000,5,5,"0046800005"
"1953",469000,1,1,"0046900001"
"1954",469000,2,2,"0046900002"
"1955",469000,3,3,"0046900003"
"1956",469000,4,4,"0046900004"
"1957",469000,5,5,"0046900005"
"1958",469000,6,6,"0046900006"
"1959",469000,7,7,"0046900007"
"1960",469000,8,8,"0046900008"
"1961",470000,1,1,"0047000001"
"1962",470000,2,2,"0047000002"
"1963",470000,3,3,"0047000003"
"1964",470000,4,4,"0047000004"
"1965",471000,1,1,"0047100001"
"1966",471000,2,2,"0047100002"
"1967",472000,1,1,"0047200001"
"1968",472000,2,2,"0047200002"
"1969",474000,1,1,"0047400001"
"1970",474000,2,2,"0047400002"
"1971",474000,3,3,"0047400003"
"1972",474000,4,4,"0047400004"
"1973",474000,5,5,"0047400005"
"1974",474000,6,6,"0047400006"
"1975",475000,1,1,"0047500001"
"1976",475000,2,2,"0047500002"
"1977",475000,3,3,"0047500003"
"1978",475000,4,4,"0047500004"
"1979",475000,5,5,"0047500005"
"1980",476000,1,1,"0047600001"
"1981",476000,2,2,"0047600002"
"1982",476000,3,3,"0047600003"
"1983",476000,4,4,"0047600004"
"1984",477000,1,1,"0047700001"
"1985",477000,2,2,"0047700002"
"1986",477000,3,3,"0047700003"
"1987",478000,1,1,"0047800001"
"1988",478000,2,2,"0047800002"
"1989",478000,3,3,"0047800003"
"1990",479000,1,1,"0047900001"
"1991",479000,2,2,"0047900002"
"1992",479000,3,3,"0047900003"
"1993",483000,1,1,"0048300001"
"1994",483000,2,2,"0048300002"
"1995",483000,3,3,"0048300003"
"1996",483000,4,4,"0048300004"
"1997",483000,5,5,"0048300005"
"1998",483000,6,6,"0048300006"
"1999",483000,7,7,"0048300007"
"2000",485000,1,1,"0048500001"
"2001",485000,2,2,"0048500002"
"2002",486000,1,1,"0048600001"
"2003",486000,2,2,"0048600002"
"2004",486000,3,3,"0048600003"
"2005",486000,4,4,"0048600004"
"2006",486000,5,5,"0048600005"
"2007",486000,6,6,"0048600006"
"2008",486000,7,7,"0048600007"
"2009",486000,8,8,"0048600008"
"2010",486000,9,9,"0048600009"
"2011",486000,10,10,"0048600010"
"2012",486000,11,11,"0048600011"
"2013",486000,12,12,"0048600012"
"2014",487000,1,1,"0048700001"
"2015",487000,2,2,"0048700002"
"2016",487000,3,3,"0048700003"
"2017",488000,1,1,"0048800001"
"2018",488000,2,2,"0048800002"
"2019",488000,3,3,"0048800003"
"2020",488000,4,4,"0048800004"
"2021",489000,1,1,"0048900001"
"2022",489000,2,2,"0048900002"
"2023",489000,3,3,"0048900003"
"2024",489000,4,4,"0048900004"
"2025",489000,5,5,"0048900005"
"2026",489000,6,6,"0048900006"
"2027",490000,1,1,"0049000001"
"2028",490000,2,2,"0049000002"
"2029",493000,1,1,"0049300001"
"2030",493000,2,2,"0049300002"
"2031",493000,3,3,"0049300003"
"2032",493000,4,4,"0049300004"
"2033",494000,1,1,"0049400001"
"2034",494000,2,2,"0049400002"
"2035",494000,3,3,"0049400003"
"2036",494000,4,4,"0049400004"
"2037",494000,5,5,"0049400005"
"2038",494000,6,6,"0049400006"
"2039",495000,1,1,"0049500001"
"2040",495000,2,2,"0049500002"
"2041",495000,3,3,"0049500003"
"2042",495000,4,4,"0049500004"
"2043",495000,5,5,"0049500005"
"2044",495000,6,6,"0049500006"
"2045",495000,7,7,"0049500007"
"2046",495000,8,8,"0049500008"
"2047",496000,1,1,"0049600001"
"2048",496000,2,2,"0049600002"
"2049",496000,3,3,"0049600003"
"2050",496000,4,4,"0049600004"
"2051",496000,5,5,"0049600005"
"2052",496000,6,6,"0049600006"
"2053",496000,7,7,"0049600007"
"2054",496000,8,8,"0049600008"
"2055",496000,9,9,"0049600009"
"2056",497000,1,1,"0049700001"
"2057",497000,2,2,"0049700002"
"2058",499000,1,1,"0049900001"
"2059",499000,2,2,""
"2060",499000,3,3,"0049900003"
"2061",499000,4,4,"0049900004"
"2062",499000,5,5,"0049900005"
"2063",499000,6,6,"0049900006"
"2064",499000,7,7,"0049900007"
"2065",499000,8,8,"0049900008"
"2066",499002,1,1,"0049900201"
"2067",499002,2,2,"0049900002"
"2068",499002,3,3,"0049900203"
"2069",5e+05,1,1,"0050000001"
"2070",5e+05,2,2,"0050000002"
"2071",5e+05,3,3,"0050000003"
"2072",5e+05,4,4,"0050000004"
"2073",5e+05,5,5,"0050000005"
"2074",5e+05,6,6,"0050000006"
"2075",5e+05,7,7,"0050000007"
"2076",501000,1,1,"0050100001"
"2077",501000,2,2,"0050100002"
"2078",501000,3,3,"0050100003"
"2079",501000,4,4,"0050100004"
"2080",501000,5,5,"0050100005"
"2081",502000,1,1,"0050200001"
"2082",502000,2,2,"0050200002"
"2083",502000,3,3,"0050200003"
"2084",504000,1,1,"0050400001"
"2085",504000,2,2,"0050400002"
"2086",504000,3,3,"0050400003"
"2087",504000,4,4,"0050400004"
"2088",504000,5,5,"0050400005"
"2089",504000,6,6,"0050400006"
"2090",504000,7,7,"0050400007"
"2091",504000,8,8,"0050400008"
"2092",504000,9,9,"0050400009"
"2093",504000,10,10,"0050400010"
"2094",505000,1,1,"0050500001"
"2095",505000,2,2,"0050500002"
"2096",505000,3,3,"0050500003"
"2097",505000,4,4,"0050500004"
"2098",505000,5,5,"0050500005"
"2099",505000,6,6,"0050500006"
"2100",505000,7,7,"0050500007"
"2101",505000,8,8,"0050500008"
"2102",505000,9,9,"0050500009"
"2103",505000,10,10,"0050500010"
"2104",505000,11,11,"0050500011"
"2105",505000,12,12,"0050500012"
"2106",506000,1,1,"0050600001"
"2107",506000,2,2,"0050600002"
"2108",506000,3,3,"0050600003"
"2109",506000,4,4,"0050600004"
"2110",506000,5,5,"0050600005"
"2111",506000,6,6,"0050600006"
"2112",508000,1,1,"0050800001"
"2113",508000,2,2,"0050800002"
"2114",509000,1,1,"0050900001"
"2115",509000,2,2,"0050900002"
"2116",509000,3,3,"0050900003"
"2117",512000,1,1,"0051200001"
"2118",514000,1,1,"0051400001"
"2119",514000,2,2,"0051400002"
"2120",514000,3,3,"0051400003"
"2121",514000,4,4,"0051400004"
"2122",514000,5,5,"0051400005"
"2123",514000,6,6,"0051400006"
"2124",514000,7,7,"0051400007"
"2125",515000,1,1,"0051500001"
"2126",515000,2,2,"0051500002"
"2127",515000,3,3,"0051500003"
"2128",516000,1,1,"0051600001"
"2129",516000,2,2,"0051600002"
"2130",516000,3,3,"0051600003"
"2131",516000,4,4,"0051600004"
"2132",516000,5,5,"0051600005"
"2133",516000,6,6,"0051600006"
"2134",516000,7,7,"0051600007"
"2135",518000,1,1,"0051800001"
"2136",518000,2,2,"0051800002"
"2137",518000,3,3,"0051800003"
"2138",518000,4,4,"0051800004"
"2139",518000,5,5,"0051800005"
"2140",518000,6,6,"0051800006"
"2141",518000,7,7,"0051800007"
"2142",518000,8,8,"0051800008"
"2143",518000,9,9,"0051800009"
"2144",518000,10,10,"0051800010"
"2145",518000,11,11,"0051800011"
"2146",518000,12,12,"0051800012"
"2147",519000,1,1,"0051900001"
"2148",519000,2,2,"0051900002"
"2149",519000,3,3,"0051900003"
"2150",519000,4,4,"0051900004"
"2151",521000,1,1,"0052100001"
"2152",521000,2,2,"0052100002"
"2153",521000,3,3,"0052100003"
"2154",521000,4,4,"0052100004"
"2155",522000,1,1,"0052200001"
"2156",522000,2,2,"0052200002"
"2157",522000,3,3,"0052200003"
"2158",522000,4,4,"0052200004"
"2159",522000,5,5,"0052200005"
"2160",523000,1,1,"0052300001"
"2161",523000,2,2,"0052300002"
"2162",523000,3,3,"0052300003"
"2163",523000,4,4,"0052300004"
"2164",524000,1,1,"0052400001"
"2165",524000,2,2,"0052400002"
"2166",524000,3,3,""
"2167",524000,4,4,"0052400004"
"2168",524000,5,5,"0052400005"
"2169",524000,6,6,"0052400006"
"2170",524003,1,1,"0052400003"
"2171",524003,2,2,"0052400302"
"2172",525000,1,1,"0052500001"
"2173",525000,2,2,"0052500002"
"2174",525000,3,3,""
"2175",525000,4,4,"0052500004"
"2176",525000,5,5,"0052500005"
"2177",525000,6,6,"0052500006"
"2178",525000,7,7,"0052500007"
"2179",525000,8,8,"0052500008"
"2180",525003,1,1,"0052500301"
"2181",525003,2,2,"0052500003"
"2182",526000,1,1,"0052600001"
"2183",526000,2,2,"0052600002"
"2184",526000,3,3,"0052600003"
"2185",526000,4,4,"0052600004"
"2186",526000,5,5,"0052600005"
"2187",526000,6,6,"0052600006"
"2188",526000,7,7,"0052600007"
"2189",526000,8,8,"0052600008"
"2190",527000,1,1,"0052700001"
"2191",527000,2,2,"0052700002"
"2192",527000,3,3,"0052700003"
"2193",527000,4,4,"0052700004"
"2194",527000,5,5,"0052700005"
"2195",527000,6,6,"0052700006"
"2196",527000,7,7,"0052700007"
"2197",527000,8,8,"0052700008"
"2198",527000,9,9,"0052700009"
"2199",527000,10,10,"0052700010"
"2200",527000,11,11,"0052700011"
"2201",527000,12,12,"0052700012"
"2202",528000,1,1,"0052800001"
"2203",528000,2,2,"0052800002"
"2204",529000,1,1,"0052900001"
"2205",530000,1,1,"0053000001"
"2206",530000,2,2,"0053000002"
"2207",531000,1,1,"0053100001"
"2208",531000,2,2,"0053100002"
"2209",532000,1,1,"0053200001"
"2210",533000,1,1,"0053300001"
"2211",533000,2,2,"0053300002"
"2212",533000,3,3,"0053300003"
"2213",533000,4,4,"0053300004"
"2214",533000,5,5,"0053300005"
"2215",533000,6,6,"0053300006"
"2216",535000,1,1,"0053500001"
"2217",536000,1,1,"0053600001"
"2218",536000,2,2,"0053600002"
"2219",536000,3,3,"0053600003"
"2220",536000,4,4,"0053600004"
"2221",537000,1,1,"0053700001"
"2222",537000,2,2,"0053700002"
"2223",537000,3,3,"0053700003"
"2224",537000,4,4,"0053700004"
"2225",537000,5,5,"0053700005"
"2226",537000,6,6,"0053700006"
"2227",538000,1,1,"0053800001"
"2228",538000,2,2,"0053800002"
"2229",538000,3,3,"0053800003"
"2230",540000,1,1,"0054000001"
"2231",540000,2,2,"0054000002"
"2232",540000,3,3,"0054000003"
"2233",540000,4,4,"0054000004"
"2234",540000,5,5,"0054000005"
"2235",540000,6,6,"0054000006"
"2236",540000,7,7,"0054000007"
"2237",542000,1,1,"0054200001"
"2238",542000,2,2,"0054200002"
"2239",542000,3,3,"0054200003"
"2240",544000,1,1,"0054400001"
"2241",544000,2,2,"0054400002"
"2242",544000,3,3,"0054400003"
"2243",544000,4,4,"0054400004"
"2244",544000,5,5,"0054400005"
"2245",544000,6,6,"0054400006"
"2246",545000,1,1,"0054500001"
"2247",545000,2,2,"0054500002"
"2248",545000,3,3,"0054500003"
"2249",545000,4,4,"0054500004"
"2250",545000,5,5,"0054500005"
"2251",545000,6,6,"0054500006"
"2252",545000,7,7,"0054500007"
"2253",545000,8,8,"0054500008"
"2254",546000,1,1,"0054600001"
"2255",547000,1,1,"0054700001"
"2256",547000,2,2,"0054700002"
"2257",547000,3,3,"0054700003"
"2258",547000,4,4,"0054700004"
"2259",547000,5,5,"0054700005"
"2260",547000,6,6,"0054700006"
"2261",547000,7,7,"0054700007"
"2262",547000,8,8,"0054700008"
"2263",547000,9,9,"0054700009"
"2264",549000,1,1,"0054900001"
"2265",550000,1,1,"0055000001"
"2266",550000,2,2,"0055000002"
"2267",551000,1,1,"0055100001"
"2268",551000,2,2,"0055100002"
"2269",551000,3,3,"0055100003"
"2270",551000,4,4,"0055100004"
"2271",551000,5,5,""
"2272",551000,6,6,"0055100006"
"2273",551000,7,7,""
"2274",551000,8,8,""
"2275",551005,1,1,"0055100005"
"2276",551005,2,2,"0055100007"
"2277",551005,3,3,"0055100008"
"2278",551005,4,4,"0055100504"
"2279",552000,1,1,"0055200001"
"2280",552000,2,2,"0055200002"
"2281",553000,1,1,"0055300001"
"2282",553000,2,2,"0055300002"
"2283",553000,3,3,""
"2284",553000,4,4,"0055300004"
"2285",553000,5,5,"0055300005"
"2286",553003,1,1,"0055300003"
"2287",553003,2,2,"0055300302"
"2288",553003,3,3,"0055300303"
"2289",553003,4,4,"0055300304"
"2290",554000,1,1,"0055400001"
"2291",554000,2,2,"0055400002"
"2292",554000,3,3,"0055400003"
"2293",554000,4,4,"0055400004"
"2294",554000,5,5,"0055400005"
"2295",556000,1,1,"0055600001"
"2296",556000,2,2,"0055600002"
"2297",556000,3,3,"0055600003"
"2298",556000,4,4,"0055600004"
"2299",557000,1,1,"0055700001"
"2300",557000,2,2,"0055700002"
"2301",557000,3,3,"0055700003"
"2302",557000,4,4,"0055700004"
"2303",557000,5,5,"0055700005"
"2304",557000,6,6,"0055700006"
"2305",558000,1,1,"0055800001"
"2306",559000,1,1,"0055900001"
"2307",559000,2,2,"0055900002"
"2308",559000,3,3,"0055900003"
"2309",559000,4,4,"0055900004"
"2310",559000,5,5,"0055900005"
"2311",560000,1,1,"0056000001"
"2312",560000,2,2,"0056000002"
"2313",560000,3,3,"0056000003"
"2314",560000,4,4,"0056000004"
"2315",560000,5,5,"0056000005"
"2316",560000,6,6,"0056000006"
"2317",560000,7,7,"0056000007"
"2318",561000,1,1,"0056100001"
"2319",561000,2,2,"0056100002"
"2320",561000,3,3,"0056100003"
"2321",561000,4,4,"0056100004"
"2322",562000,1,1,"0056200001"
"2323",562000,2,2,"0056200002"
"2324",562000,3,3,"0056200003"
"2325",562000,4,4,"0056200004"
"2326",563000,1,1,"0056300001"
"2327",563000,2,2,"0056300002"
"2328",564000,1,1,"0056400001"
"2329",564000,2,2,"0056400002"
"2330",564000,3,3,"0056400003"
"2331",564000,4,4,"0056400004"
"2332",565000,1,1,"0056500001"
"2333",565000,2,2,"0056500002"
"2334",565000,3,3,"0056500003"
"2335",565000,4,4,"0056500004"
"2336",565000,5,5,"0056500005"
"2337",565000,6,6,"0056500006"
"2338",565000,7,7,"0056500007"
"2339",565000,8,8,"0056500008"
"2340",567000,1,1,"0056700001"
"2341",567000,2,2,"0056700002"
"2342",567000,3,3,"0056700003"
"2343",567000,4,4,"0056700004"
"2344",567000,5,5,"0056700005"
"2345",568000,1,1,"0056800001"
"2346",568000,2,2,"0056800002"
"2347",568000,3,3,"0056800003"
"2348",568000,4,4,"0056800004"
"2349",569000,1,1,"0056900001"
"2350",569000,2,2,"0056900002"
"2351",569000,3,3,"0056900003"
"2352",569000,4,4,"0056900004"
"2353",572000,1,1,"0057200001"
"2354",572000,2,2,"0057200002"
"2355",572000,3,3,"0057200003"
"2356",572000,4,4,"0057200004"
"2357",572000,5,5,"0057200005"
"2358",572000,6,6,"0057200006"
"2359",574000,1,1,""
"2360",574000,2,2,"0057400002"
"2361",574001,1,1,"0057400001"
"2362",574001,2,2,"0057400102"
"2363",574001,3,3,"0057400103"
"2364",575000,1,1,"0057500001"
"2365",575000,2,2,"0057500002"
"2366",575000,3,3,"0057500003"
"2367",575000,4,4,"0057500004"
"2368",577000,1,1,"0057700001"
"2369",577000,2,2,"0057700002"
"2370",577000,3,3,"0057700003"
"2371",577000,4,4,"0057700004"
"2372",577000,5,5,"0057700005"
"2373",577000,6,6,"0057700006"
"2374",577000,7,7,"0057700007"
"2375",579000,1,1,"0057900001"
"2376",579000,2,2,"0057900002"
"2377",579000,3,3,"0057900003"
"2378",579000,4,4,"0057900004"
"2379",579000,5,5,"0057900005"
"2380",579000,6,6,"0057900006"
"2381",580000,1,1,"0058000001"
"2382",580000,2,2,"0058000002"
"2383",580000,3,3,"0058000003"
"2384",580000,4,4,"0058000004"
"2385",580000,5,5,"0058000005"
"2386",581000,1,1,"0058100001"
"2387",581000,2,2,"0058100002"
"2388",581000,3,3,"0058100003"
"2389",581000,4,4,"0058100004"
"2390",583000,1,1,"0058300001"
"2391",586000,1,1,"0058600001"
"2392",586000,2,2,"0058600002"
"2393",586000,3,3,"0058600003"
"2394",586000,4,4,"0058600004"
"2395",587000,1,1,"0058700001"
"2396",587000,2,2,"0058700002"
"2397",587000,3,3,"0058700003"
"2398",587000,4,4,"0058700004"
"2399",587000,5,5,"0058700005"
"2400",587000,6,6,"0058700006"
"2401",587000,7,7,"0058700007"
"2402",587000,8,8,"0058700008"
"2403",587000,9,9,"0058700009"
"2404",587000,10,10,"0058700010"
"2405",589000,1,1,"0058900001"
"2406",589000,2,2,"0058900002"
"2407",589000,3,3,"0058900003"
"2408",591000,1,1,"0059100001"
"2409",591000,2,2,"0059100002"
"2410",591000,3,3,"0059100003"
"2411",591000,4,4,"0059100004"
"2412",591000,5,5,"0059100005"
"2413",592000,1,1,"0059200001"
"2414",592000,2,2,"0059200002"
"2415",592000,3,3,"0059200003"
"2416",593000,1,1,"0059300001"
"2417",594000,1,1,"0059400001"
"2418",595000,1,1,"0059500001"
"2419",595000,2,2,"0059500002"
"2420",595000,3,3,"0059500003"
"2421",595000,4,4,"0059500004"
"2422",595000,5,5,"0059500005"
"2423",596000,1,1,"0059600001"
"2424",596000,2,2,"0059600002"
"2425",596000,3,3,"0059600003"
"2426",597000,1,1,"0059700001"
"2427",597000,2,2,"0059700002"
"2428",597000,3,3,"0059700003"
"2429",598000,1,1,"0059800001"
"2430",598000,2,2,"0059800002"
"2431",598000,3,3,"0059800003"
"2432",598000,4,4,"0059800004"
"2433",598000,5,5,"0059800005"
"2434",598000,6,6,"0059800006"
"2435",598000,7,7,"0059800007"
"2436",598000,8,8,"0059800008"
"2437",599000,1,1,"0059900001"
"2438",599000,2,2,"0059900002"
"2439",599000,3,3,"0059900003"
"2440",599000,4,4,"0059900004"
"2441",6e+05,1,1,"0060000001"
"2442",6e+05,2,2,"0060000002"
"2443",6e+05,3,3,"0060000003"
"2444",6e+05,4,4,"0060000004"
"2445",6e+05,5,5,"0060000005"
"2446",601000,1,1,"0060100001"
"2447",601000,2,2,"0060100002"
"2448",601000,3,3,"0060100003"
"2449",601000,4,4,"0060100004"
"2450",602000,1,1,"0060200001"
"2451",602000,2,2,"0060200002"
"2452",602000,3,3,"0060200003"
"2453",602000,4,4,"0060200004"
"2454",602000,5,5,"0060200005"
"2455",602000,6,6,"0060200006"
"2456",602000,7,7,"0060200007"
"2457",602000,8,8,"0060200008"
"2458",603000,1,1,"0060300001"
"2459",603000,2,2,"0060300002"
"2460",604000,1,1,"0060400001"
"2461",604000,2,2,"0060400002"
"2462",604000,3,3,"0060400003"
"2463",604000,4,4,"0060400004"
"2464",604000,5,5,"0060400005"
"2465",604000,6,6,"0060400006"
"2466",604000,7,7,"0060400007"
"2467",604000,8,8,"0060400008"
"2468",604000,9,9,"0060400009"
"2469",605000,1,1,"0060500001"
"2470",605000,2,2,"0060500002"
"2471",605000,3,3,"0060500003"
"2472",605000,4,4,"0060500004"
"2473",605000,5,5,"0060500005"
"2474",605000,6,6,"0060500006"
"2475",605000,7,7,"0060500007"
"2476",605000,8,8,"0060500008"
"2477",605000,9,9,"0060500009"
"2478",605000,10,10,"0060500010"
"2479",605000,11,11,"0060500011"
"2480",606000,1,1,"0060600001"
"2481",606000,2,2,"0060600002"
"2482",606000,3,3,"0060600003"
"2483",607000,1,1,"0060700001"
"2484",607000,2,2,"0060700002"
"2485",607000,3,3,"0060700003"
"2486",607000,4,4,"0060700004"
"2487",608000,1,1,"0060800001"
"2488",608000,2,2,"0060800002"
"2489",608000,3,3,"0060800003"
"2490",608000,4,4,"0060800004"
"2491",608000,5,5,"0060800005"
"2492",608000,6,6,"0060800006"
"2493",608000,7,7,"0060800007"
"2494",608000,8,8,"0060800008"
"2495",609000,1,1,"0060900001"
"2496",609000,2,2,"0060900002"
"2497",609000,3,3,"0060900003"
"2498",609000,4,4,"0060900004"
"2499",609000,5,5,"0060900005"
"2500",609000,6,6,"0060900006"
"2501",610000,1,1,"0061000001"
"2502",610000,2,2,"0061000002"
"2503",611000,1,1,"0061100001"
"2504",611000,2,2,"0061100002"
"2505",611000,3,3,"0061100003"
"2506",611000,4,4,"0061100004"
"2507",612000,1,1,"0061200001"
"2508",612000,2,2,"0061200002"
"2509",612000,3,3,"0061200003"
"2510",613000,1,1,"0061300001"
"2511",613000,2,2,"0061300002"
"2512",613000,3,3,"0061300003"
"2513",613000,4,4,"0061300004"
"2514",613000,5,5,"0061300005"
"2515",613000,6,6,"0061300006"
"2516",614000,1,1,"0061400001"
"2517",614000,2,2,"0061400002"
"2518",615000,1,1,"0061500001"
"2519",615000,2,2,"0061500002"
"2520",615000,3,3,"0061500003"
"2521",615000,4,4,""
"2522",615000,5,5,"0061500005"
"2523",615004,1,1,"0061500401"
"2524",615004,2,2,"0061500004"
"2525",616000,1,1,"0061600001"
"2526",616000,2,2,"0061600002"
"2527",616000,3,3,""
"2528",616003,1,1,"0061600003"
"2529",616003,2,2,"0061600302"
"2530",616003,3,3,"0061600303"
"2531",617000,1,1,"0061700001"
"2532",617000,2,2,"0061700002"
"2533",617000,3,3,"0061700003"
"2534",617000,4,4,"0061700004"
"2535",617000,5,5,"0061700005"
"2536",617000,6,6,"0061700006"
"2537",617000,7,7,"0061700007"
"2538",617000,8,8,"0061700008"
"2539",617000,9,9,"0061700009"
"2540",617000,10,10,"0061700010"
"2541",617000,11,11,"0061700011"
"2542",618000,1,1,"0061800001"
"2543",618000,2,2,"0061800002"
"2544",618000,3,3,"0061800003"
"2545",618000,4,4,"0061800004"
"2546",619000,1,1,"0061900001"
"2547",619000,2,2,"0061900002"
"2548",619000,3,3,"0061900003"
"2549",619000,4,4,"0061900004"
"2550",619000,5,5,"0061900005"
"2551",619000,6,6,"0061900006"
"2552",619000,7,7,"0061900007"
"2553",619000,8,8,"0061900008"
"2554",620000,1,1,"0062000001"
"2555",621000,1,1,"0062100001"
"2556",621000,2,2,"0062100002"
"2557",621000,3,3,"0062100003"
"2558",621000,4,4,"0062100004"
