Instituto Nacional de Estadística y Geografía,,,,,,
INEGI. Censos Económicos 2009. Resultados definitivos,,,,,,
Fecha de consulta: 26/08/2021 04:44:53 a. m.,,,,,,
,,,,,,
Entidad,Municipio,Actividad Económica,H001A Personal ocupado total,"H001B Personal ocupado total, hombres","H001C Personal ocupado total, mujeres",
27 Tabasco,002 Cárdenas,321    Industria de la madera ,106,103,3,
27 Tabasco,002 Cárdenas,322    Industria del papel ,20,8,12,
27 Tabasco,002 Cárdenas,323    Impresión e industrias conexas ,115,78,37,
27 Tabasco,002 Cárdenas,324    Fabricación de productos derivados del petróleo y del carbón ,24,20,4,
27 Tabasco,002 Cárdenas,325    Industria química ,5,5,0,
27 Tabasco,002 Cárdenas,326    Industria del plástico y del hule ,3,3,0,
27 Tabasco,002 Cárdenas,327    Fabricación de productos a base de minerales no metálicos ,88,78,10,
27 Tabasco,002 Cárdenas,332    Fabricación de productos metálicos ,260,248,12,
27 Tabasco,002 Cárdenas,333    Fabricación de maquinaria y equipo ,5,5,0,
27 Tabasco,002 Cárdenas,336    Fabricación de equipo de transporte ,5,5,0,
27 Tabasco,002 Cárdenas,337    Fabricación de muebles colchones y persianas ,74,71,3,
27 Tabasco,002 Cárdenas,339    Otras industrias manufactureras ,32,22,10,
06 Colima,002 Colima,311    Industria alimentaria ,1060,590,470,
06 Colima,002 Colima,312    Industria de las bebidas y del tabaco ,367,333,34,
06 Colima,002 Colima,314    Fabricación de productos textiles excepto prendas de vestir ,80,42,38,
06 Colima,002 Colima,315    Fabricación de prendas de vestir ,184,51,133,
06 Colima,002 Colima,316    Curtido y acabado de cuero y piel y fabricación de productos de cuero piel y materiales sucedáneos ,50,26,24,
06 Colima,002 Colima,321    Industria de la madera ,163,149,14,
06 Colima,002 Colima,322    Industria del papel ,20,4,16,
06 Colima,002 Colima,323    Impresión e industrias conexas ,236,152,84,
06 Colima,002 Colima,325    Industria química ,49,42,7,
06 Colima,002 Colima,326    Industria del plástico y del hule ,46,38,8,
06 Colima,002 Colima,327    Fabricación de productos a base de minerales no metálicos ,178,152,26,
06 Colima,002 Colima,331    Industrias metálicas básicas ,10,9,1,
06 Colima,002 Colima,332    Fabricación de productos metálicos ,610,550,60,
06 Colima,002 Colima,333    Fabricación de maquinaria y equipo ,11,11,0,
06 Colima,002 Colima,335    Fabricación de accesorios aparatos eléctricos y equipo de generación de energía eléctrica ,11,7,4,
06 Colima,002 Colima,336    Fabricación de equipo de transporte ,1726,652,1074,
06 Colima,002 Colima,337    Fabricación de muebles colchones y persianas ,199,175,24,
06 Colima,002 Colima,339    Otras industrias manufactureras ,168,118,50,
23 Quintana roo,002 Felipe carrillo puerto,311    Industria alimentaria ,247,121,126,
23 Quintana roo,002 Felipe carrillo puerto,312    Industria de las bebidas y del tabaco ,14,14,0,
23 Quintana roo,002 Felipe carrillo puerto,315    Fabricación de prendas de vestir ,19,11,8,
23 Quintana roo,002 Felipe carrillo puerto,316    Curtido y acabado de cuero y piel y fabricación de productos de cuero piel y materiales sucedáneos ,2,2,0,
23 Quintana roo,002 Felipe carrillo puerto,321    Industria de la madera ,110,106,4,
23 Quintana roo,002 Felipe carrillo puerto,323    Impresión e industrias conexas ,19,13,6,
23 Quintana roo,002 Felipe carrillo puerto,327    Fabricación de productos a base de minerales no metálicos ,4,3,1,
23 Quintana roo,002 Felipe carrillo puerto,332    Fabricación de productos metálicos ,38,36,2,
23 Quintana roo,002 Felipe carrillo puerto,337    Fabricación de muebles colchones y persianas ,196,155,41,
23 Quintana roo,002 Felipe carrillo puerto,339    Otras industrias manufactureras ,9,5,4,
02 Baja california,002 Mexicali,311    Industria alimentaria ,4581,3005,1576,
02 Baja california,002 Mexicali,312    Industria de las bebidas y del tabaco ,2026,1840,186,
02 Baja california,002 Mexicali,313    Fabricación de insumos textiles y acabado de textiles ,157,129,28,
02 Baja california,002 Mexicali,314    Fabricación de productos textiles excepto prendas de vestir ,47,27,20,
02 Baja california,002 Mexicali,315    Fabricación de prendas de vestir ,900,190,710,
02 Baja california,002 Mexicali,316    Curtido y acabado de cuero y piel y fabricación de productos de cuero piel y materiales sucedáneos ,150,108,42,
02 Baja california,002 Mexicali,321    Industria de la madera ,203,172,31,
02 Baja california,002 Mexicali,322    Industria del papel ,2548,2068,480,
02 Baja california,002 Mexicali,323    Impresión e industrias conexas ,1888,745,1143,
02 Baja california,002 Mexicali,324    Fabricación de productos derivados del petróleo y del carbón ,471,444,27,
02 Baja california,002 Mexicali,325    Industria química ,542,193,349,
02 Baja california,002 Mexicali,326    Industria del plástico y del hule ,3464,1984,1480,
02 Baja california,002 Mexicali,327    Fabricación de productos a base de minerales no metálicos ,2884,2543,341,
02 Baja california,002 Mexicali,331    Industrias metálicas básicas ,1053,832,221,
02 Baja california,002 Mexicali,332    Fabricación de productos metálicos ,11571,6827,4744,
02 Baja california,002 Mexicali,333    Fabricación de maquinaria y equipo ,681,576,105,
02 Baja california,002 Mexicali,334    Fabricación de equipo de computación comunicación medición y de otros equipos componentes y accesorios electrónicos ,16347,7932,8415,
02 Baja california,002 Mexicali,335    Fabricación de accesorios aparatos eléctricos y equipo de generación de energía eléctrica ,4530,2964,1566,
02 Baja california,002 Mexicali,336    Fabricación de equipo de transporte ,7477,4147,3330,
02 Baja california,002 Mexicali,337    Fabricación de muebles colchones y persianas ,1080,892,188,
02 Baja california,002 Mexicali,339    Otras industrias manufactureras ,10254,4180,6074,
03 Baja california sur,002 Mulegé,311    Industria alimentaria ,2318,1607,711,
03 Baja california sur,002 Mulegé,312    Industria de las bebidas y del tabaco ,68,56,12,
03 Baja california sur,002 Mulegé,314    Fabricación de productos textiles excepto prendas de vestir ,3,1,2,
03 Baja california sur,002 Mulegé,315    Fabricación de prendas de vestir ,8,2,6,
03 Baja california sur,002 Mulegé,321    Industria de la madera ,27,22,5,
03 Baja california sur,002 Mulegé,323    Impresión e industrias conexas ,17,12,5,
03 Baja california sur,002 Mulegé,327    Fabricación de productos a base de minerales no metálicos ,59,58,1,
03 Baja california sur,002 Mulegé,332    Fabricación de productos metálicos ,49,45,4,
03 Baja california sur,002 Mulegé,337    Fabricación de muebles colchones y persianas ,12,12,0,
03 Baja california sur,002 Mulegé,339    Otras industrias manufactureras ,43,33,10,
22 Querétaro,002 Pinal de amoles,311    Industria alimentaria ,27,10,17,
22 Querétaro,002 Pinal de amoles,321    Industria de la madera ,2,1,1,
22 Querétaro,002 Pinal de amoles,332    Fabricación de productos metálicos ,4,3,1,
22 Querétaro,002 Pinal de amoles,337    Fabricación de muebles colchones y persianas ,3,3,0,
07 Chiapas,003 Acapetahua,311    Industria alimentaria ,119,59,60,
07 Chiapas,003 Acapetahua,312    Industria de las bebidas y del tabaco ,9,8,1,
07 Chiapas,003 Acapetahua,315    Fabricación de prendas de vestir ,11,3,8,
07 Chiapas,003 Acapetahua,321    Industria de la madera ,6,6,0,
07 Chiapas,003 Acapetahua,326    Industria del plástico y del hule ,14,11,3,
07 Chiapas,003 Acapetahua,327    Fabricación de productos a base de minerales no metálicos ,9,9,0,
07 Chiapas,003 Acapetahua,332    Fabricación de productos metálicos ,25,24,1,
07 Chiapas,003 Acapetahua,337    Fabricación de muebles colchones y persianas ,28,28,0,
07 Chiapas,003 Acapetahua,339    Otras industrias manufactureras ,5,4,1,
21 Puebla,003 Acatlán,311    Industria alimentaria ,267,109,158,
21 Puebla,003 Acatlán,312    Industria de las bebidas y del tabaco ,14,13,1,
21 Puebla,003 Acatlán,314    Fabricación de productos textiles excepto prendas de vestir ,2,1,1,
21 Puebla,003 Acatlán,315    Fabricación de prendas de vestir ,19,9,10,
21 Puebla,003 Acatlán,316    Curtido y acabado de cuero y piel y fabricación de productos de cuero piel y materiales sucedáneos ,5,5,0,
21 Puebla,003 Acatlán,321    Industria de la madera ,9,8,1,
21 Puebla,003 Acatlán,323    Impresión e industrias conexas ,10,8,2,
21 Puebla,003 Acatlán,326    Industria del plástico y del hule ,1,0,1,
21 Puebla,003 Acatlán,327    Fabricación de productos a base de minerales no metálicos ,74,52,22,
21 Puebla,003 Acatlán,332    Fabricación de productos metálicos ,62,59,3,
21 Puebla,003 Acatlán,337    Fabricación de muebles colchones y persianas ,13,10,3,
21 Puebla,003 Acatlán,339    Otras industrias manufactureras ,8,5,3,
30 Veracruz de ignacio de la llave,003 Acayucan,311    Industria alimentaria ,508,332,176,
30 Veracruz de ignacio de la llave,003 Acayucan,312    Industria de las bebidas y del tabaco ,88,76,12,
30 Veracruz de ignacio de la llave,003 Acayucan,314    Fabricación de productos textiles excepto prendas de vestir ,13,4,9,
30 Veracruz de ignacio de la llave,003 Acayucan,315    Fabricación de prendas de vestir ,39,18,21,
30 Veracruz de ignacio de la llave,003 Acayucan,316    Curtido y acabado de cuero y piel y fabricación de productos de cuero piel y materiales sucedáneos ,5,3,2,
30 Veracruz de ignacio de la llave,003 Acayucan,321    Industria de la madera ,35,34,1,
30 Veracruz de ignacio de la llave,003 Acayucan,322    Industria del papel ,18,4,14,
30 Veracruz de ignacio de la llave,003 Acayucan,323    Impresión e industrias conexas ,68,48,20,
30 Veracruz de ignacio de la llave,003 Acayucan,327    Fabricación de productos a base de minerales no metálicos ,20,15,5,
30 Veracruz de ignacio de la llave,003 Acayucan,332    Fabricación de productos metálicos ,124,121,3,
30 Veracruz de ignacio de la llave,003 Acayucan,336    Fabricación de equipo de transporte ,15,14,1,
30 Veracruz de ignacio de la llave,003 Acayucan,337    Fabricación de muebles colchones y persianas ,82,72,10,
30 Veracruz de ignacio de la llave,003 Acayucan,339    Otras industrias manufactureras ,13,8,5,
13 Hidalgo,003 Actopan,311    Industria alimentaria ,561,247,314,
13 Hidalgo,003 Actopan,312    Industria de las bebidas y del tabaco ,67,64,3,
13 Hidalgo,003 Actopan,313    Fabricación de insumos textiles y acabado de textiles ,22,11,11,
13 Hidalgo,003 Actopan,314    Fabricación de productos textiles excepto prendas de vestir ,3,0,3,
13 Hidalgo,003 Actopan,315    Fabricación de prendas de vestir ,1634,418,1216,
13 Hidalgo,003 Actopan,316    Curtido y acabado de cuero y piel y fabricación de productos de cuero piel y materiales sucedáneos ,6,4,2,
13 Hidalgo,003 Actopan,321    Industria de la madera ,44,38,6,
13 Hidalgo,003 Actopan,323    Impresión e industrias conexas ,32,20,12,
13 Hidalgo,003 Actopan,324    Fabricación de productos derivados del petróleo y del carbón ,31,30,1,
13 Hidalgo,003 Actopan,325    Industria química ,9,7,2,
13 Hidalgo,003 Actopan,327    Fabricación de productos a base de minerales no metálicos ,75,69,6,
13 Hidalgo,003 Actopan,332    Fabricación de productos metálicos ,88,82,6,
13 Hidalgo,003 Actopan,336    Fabricación de equipo de transporte ,4,4,0,
13 Hidalgo,003 Actopan,337    Fabricación de muebles colchones y persianas ,45,41,4,
13 Hidalgo,003 Actopan,339    Otras industrias manufactureras ,5,3,2,
15 México,003 Aculco,311    Industria alimentaria ,94,49,45,
15 México,003 Aculco,315    Fabricación de prendas de vestir ,613,185,428,
15 México,003 Aculco,323    Impresión e industrias conexas ,2,1,1,
15 México,003 Aculco,332    Fabricación de productos metálicos ,236,225,11,
15 México,003 Aculco,337    Fabricación de muebles colchones y persianas ,4,3,1,
14 Jalisco,003 Ahualulco de mercado,311    Industria alimentaria ,154,71,83,
14 Jalisco,003 Ahualulco de mercado,312    Industria de las bebidas y del tabaco ,2,1,1,
14 Jalisco,003 Ahualulco de mercado,315    Fabricación de prendas de vestir ,8,0,8,
14 Jalisco,003 Ahualulco de mercado,316    Curtido y acabado de cuero y piel y fabricación de productos de cuero piel y materiales sucedáneos ,5,4,1,
14 Jalisco,003 Ahualulco de mercado,321    Industria de la madera ,38,37,1,
14 Jalisco,003 Ahualulco de mercado,322    Industria del papel ,5,2,3,
14 Jalisco,003 Ahualulco de mercado,323    Impresión e industrias conexas ,5,3,2,
14 Jalisco,003 Ahualulco de mercado,325    Industria química ,2,2,0,
14 Jalisco,003 Ahualulco de mercado,327    Fabricación de productos a base de minerales no metálicos ,22,22,0,
14 Jalisco,003 Ahualulco de mercado,332    Fabricación de productos metálicos ,34,33,1,
14 Jalisco,003 Ahualulco de mercado,336    Fabricación de equipo de transporte ,2,2,0,
14 Jalisco,003 Ahualulco de mercado,337    Fabricación de muebles colchones y persianas ,29,29,0,
12 Guerrero,003 Ajuchitlán del progreso,311    Industria alimentaria ,169,75,94,
12 Guerrero,003 Ajuchitlán del progreso,312    Industria de las bebidas y del tabaco ,45,39,6,
12 Guerrero,003 Ajuchitlán del progreso,313    Fabricación de insumos textiles y acabado de textiles ,1,0,1,
12 Guerrero,003 Ajuchitlán del progreso,314    Fabricación de productos textiles excepto prendas de vestir ,8,1,7,
12 Guerrero,003 Ajuchitlán del progreso,315    Fabricación de prendas de vestir ,8,3,5,
12 Guerrero,003 Ajuchitlán del progreso,316    Curtido y acabado de cuero y piel y fabricación de productos de cuero piel y materiales sucedáneos ,4,4,0,
12 Guerrero,003 Ajuchitlán del progreso,322    Industria del papel ,4,2,2,
12 Guerrero,003 Ajuchitlán del progreso,325    Industria química ,2,2,0,
12 Guerrero,003 Ajuchitlán del progreso,327    Fabricación de productos a base de minerales no metálicos ,2,0,2,
12 Guerrero,003 Ajuchitlán del progreso,332    Fabricación de productos metálicos ,29,28,1,
12 Guerrero,003 Ajuchitlán del progreso,337    Fabricación de muebles colchones y persianas ,4,4,0,
12 Guerrero,003 Ajuchitlán del progreso,339    Otras industrias manufactureras ,3,1,2,
31 Yucatán,003 Akil,311    Industria alimentaria ,654,398,256,
31 Yucatán,003 Akil,312    Industria de las bebidas y del tabaco ,39,15,24,
31 Yucatán,003 Akil,313    Fabricación de insumos textiles y acabado de textiles ,15,1,14,
31 Yucatán,003 Akil,314    Fabricación de productos textiles excepto prendas de vestir ,261,29,232,
31 Yucatán,003 Akil,315    Fabricación de prendas de vestir ,21,4,17,
31 Yucatán,003 Akil,321    Industria de la madera ,14,13,1,
31 Yucatán,003 Akil,332    Fabricación de productos metálicos ,17,16,1,
31 Yucatán,003 Akil,337    Fabricación de muebles colchones y persianas ,9,8,1,
31 Yucatán,003 Akil,339    Otras industrias manufactureras ,16,7,9,
26 Sonora,003 Alamos,311    Industria alimentaria ,135,38,97,
26 Sonora,003 Alamos,312    Industria de las bebidas y del tabaco ,8,7,1,
26 Sonora,003 Alamos,314    Fabricación de productos textiles excepto prendas de vestir ,1,0,1,
26 Sonora,003 Alamos,315    Fabricación de prendas de vestir ,14,2,12,
26 Sonora,003 Alamos,316    Curtido y acabado de cuero y piel y fabricación de productos de cuero piel y materiales sucedáneos ,1,1,0,
26 Sonora,003 Alamos,321    Industria de la madera ,22,22,0,
26 Sonora,003 Alamos,322    Industria del papel ,1,0,1,
26 Sonora,003 Alamos,323    Impresión e industrias conexas ,5,3,2,
26 Sonora,003 Alamos,327    Fabricación de productos a base de minerales no metálicos ,30,28,2,
26 Sonora,003 Alamos,332    Fabricación de productos metálicos ,44,42,2,
26 Sonora,003 Alamos,337    Fabricación de muebles colchones y persianas ,8,8,0,
26 Sonora,003 Alamos,339    Otras industrias manufactureras ,3,1,2,
05 Coahuila de zaragoza,003 Allende,311    Industria alimentaria ,59,35,24,
08 Chihuahua,003 Allende,311    Industria alimentaria ,40,21,19,
08 Chihuahua,003 Allende,312    Industria de las bebidas y del tabaco ,3,2,1,
05 Coahuila de zaragoza,003 Allende,312    Industria de las bebidas y del tabaco ,5,4,1,
05 Coahuila de zaragoza,003 Allende,315    Fabricación de prendas de vestir ,684,163,521,
05 Coahuila de zaragoza,003 Allende,316    Curtido y acabado de cuero y piel y fabricación de productos de cuero piel y materiales sucedáneos ,5,5,0,
05 Coahuila de zaragoza,003 Allende,321    Industria de la madera ,2,2,0,
08 Chihuahua,003 Allende,321    Industria de la madera ,1,1,0,
05 Coahuila de zaragoza,003 Allende,322    Industria del papel ,1,0,1,
05 Coahuila de zaragoza,003 Allende,323    Impresión e industrias conexas ,8,5,3,
05 Coahuila de zaragoza,003 Allende,327    Fabricación de productos a base de minerales no metálicos ,11,11,0,
08 Chihuahua,003 Allende,327    Fabricación de productos a base de minerales no metálicos ,2,2,0,
08 Chihuahua,003 Allende,332    Fabricación de productos metálicos ,9,9,0,
05 Coahuila de zaragoza,003 Allende,332    Fabricación de productos metálicos ,34,29,5,
08 Chihuahua,003 Allende,333    Fabricación de maquinaria y equipo ,12,10,2,
08 Chihuahua,003 Allende,337    Fabricación de muebles colchones y persianas ,46,37,9,
05 Coahuila de zaragoza,003 Allende,337    Fabricación de muebles colchones y persianas ,4,4,0,
28 Tamaulipas,003 Altamira,311    Industria alimentaria ,639,364,275,
28 Tamaulipas,003 Altamira,312    Industria de las bebidas y del tabaco ,1241,1071,170,
28 Tamaulipas,003 Altamira,315    Fabricación de prendas de vestir ,19,4,15,
28 Tamaulipas,003 Altamira,321    Industria de la madera ,102,98,4,
28 Tamaulipas,003 Altamira,322    Industria del papel ,5,2,3,
28 Tamaulipas,003 Altamira,323    Impresión e industrias conexas ,26,14,12,
28 Tamaulipas,003 Altamira,324    Fabricación de productos derivados del petróleo y del carbón ,12,12,0,
28 Tamaulipas,003 Altamira,325    Industria química ,4532,4044,488,
28 Tamaulipas,003 Altamira,326    Industria del plástico y del hule ,298,276,22,
28 Tamaulipas,003 Altamira,327    Fabricación de productos a base de minerales no metálicos ,334,304,30,
28 Tamaulipas,003 Altamira,331    Industrias metálicas básicas ,2,2,0,
28 Tamaulipas,003 Altamira,332    Fabricación de productos metálicos ,972,842,130,
28 Tamaulipas,003 Altamira,333    Fabricación de maquinaria y equipo ,3,3,0,
28 Tamaulipas,003 Altamira,335    Fabricación de accesorios aparatos eléctricos y equipo de generación de energía eléctrica ,187,70,117,
28 Tamaulipas,003 Altamira,336    Fabricación de equipo de transporte ,9,8,1,
28 Tamaulipas,003 Altamira,337    Fabricación de muebles colchones y persianas ,57,53,4,
16 Michoacán de ocampo,003 Álvaro obregón,311    Industria alimentaria ,47,29,18,
16 Michoacán de ocampo,003 Álvaro obregón,312    Industria de las bebidas y del tabaco ,3,2,1,
16 Michoacán de ocampo,003 Álvaro obregón,321    Industria de la madera ,1,1,0,
16 Michoacán de ocampo,003 Álvaro obregón,323    Impresión e industrias conexas ,2,1,1,
16 Michoacán de ocampo,003 Álvaro obregón,327    Fabricación de productos a base de minerales no metálicos ,6,5,1,
16 Michoacán de ocampo,003 Álvaro obregón,332    Fabricación de productos metálicos ,26,24,2,
16 Michoacán de ocampo,003 Álvaro obregón,337    Fabricación de muebles colchones y persianas ,4,4,0,
18 Nayarit,003 Amatlán de cañas,311    Industria alimentaria ,24,13,11,
18 Nayarit,003 Amatlán de cañas,312    Industria de las bebidas y del tabaco ,8,8,0,
18 Nayarit,003 Amatlán de cañas,315    Fabricación de prendas de vestir ,1,0,1,
18 Nayarit,003 Amatlán de cañas,316    Curtido y acabado de cuero y piel y fabricación de productos de cuero piel y materiales sucedáneos ,5,5,0,
18 Nayarit,003 Amatlán de cañas,327    Fabricación de productos a base de minerales no metálicos ,7,6,1,
18 Nayarit,003 Amatlán de cañas,332    Fabricación de productos metálicos ,2,2,0,
18 Nayarit,003 Amatlán de cañas,337    Fabricación de muebles colchones y persianas ,1,1,0,
18 Nayarit,003 Amatlán de cañas,339    Otras industrias manufactureras ,3,3,0,
24 San luis potosí,003 Aquismón,311    Industria alimentaria ,13,6,7,
24 San luis potosí,003 Aquismón,312    Industria de las bebidas y del tabaco ,1,1,0,
24 San luis potosí,003 Aquismón,315    Fabricación de prendas de vestir ,1,1,0,
24 San luis potosí,003 Aquismón,316    Curtido y acabado de cuero y piel y fabricación de productos de cuero piel y materiales sucedáneos ,1,1,0,
24 San luis potosí,003 Aquismón,327    Fabricación de productos a base de minerales no metálicos ,2,2,0,
24 San luis potosí,003 Aquismón,332    Fabricación de productos metálicos ,5,5,0,
24 San luis potosí,003 Aquismón,337    Fabricación de muebles colchones y persianas ,2,2,0,
22 Querétaro,003 Arroyo seco,311    Industria alimentaria ,15,6,9,
22 Querétaro,003 Arroyo seco,312    Industria de las bebidas y del tabaco ,4,3,1,
22 Querétaro,003 Arroyo seco,321    Industria de la madera ,1,1,0,
22 Querétaro,003 Arroyo seco,332    Fabricación de productos metálicos ,5,5,0,
22 Querétaro,003 Arroyo seco,337    Fabricación de muebles colchones y persianas ,2,2,0,
20 Oaxaca,003 Asunción cacalotepec,337    Fabricación de muebles colchones y persianas ,2,2,0,
29 Tlaxcala,003 Atlangatepec,311    Industria alimentaria ,1,0,1,
29 Tlaxcala,003 Atlangatepec,321    Industria de la madera ,5,4,1,
29 Tlaxcala,003 Atlangatepec,332    Fabricación de productos metálicos ,3,3,0,
32 Zacatecas,003 Atolinga,311    Industria alimentaria ,13,5,8,
32 Zacatecas,003 Atolinga,321    Industria de la madera ,6,6,0,
32 Zacatecas,003 Atolinga,327    Fabricación de productos a base de minerales no metálicos ,2,1,1,
32 Zacatecas,003 Atolinga,332    Fabricación de productos metálicos ,8,8,0,
17 Morelos,003 Axochiapan,311    Industria alimentaria ,250,130,120,
17 Morelos,003 Axochiapan,312    Industria de las bebidas y del tabaco ,39,33,6,
17 Morelos,003 Axochiapan,314    Fabricación de productos textiles excepto prendas de vestir ,20,9,11,
17 Morelos,003 Axochiapan,315    Fabricación de prendas de vestir ,12,6,6,
17 Morelos,003 Axochiapan,316    Curtido y acabado de cuero y piel y fabricación de productos de cuero piel y materiales sucedáneos ,5,3,2,
17 Morelos,003 Axochiapan,321    Industria de la madera ,12,12,0,
17 Morelos,003 Axochiapan,323    Impresión e industrias conexas ,8,6,2,
17 Morelos,003 Axochiapan,327    Fabricación de productos a base de minerales no metálicos ,225,220,5,
17 Morelos,003 Axochiapan,332    Fabricación de productos metálicos ,42,41,1,
17 Morelos,003 Axochiapan,337    Fabricación de muebles colchones y persianas ,2,2,0,
25 Sinaloa,003 Badiraguato,311    Industria alimentaria ,26,12,14,
25 Sinaloa,003 Badiraguato,312    Industria de las bebidas y del tabaco ,7,6,1,
25 Sinaloa,003 Badiraguato,332    Fabricación de productos metálicos ,4,4,0,
01 Aguascalientes,003 Calvillo,311    Industria alimentaria ,257,148,109,
01 Aguascalientes,003 Calvillo,312    Industria de las bebidas y del tabaco ,9,4,5,
01 Aguascalientes,003 Calvillo,314    Fabricación de productos textiles excepto prendas de vestir ,7,6,1,
01 Aguascalientes,003 Calvillo,315    Fabricación de prendas de vestir ,1651,500,1151,
01 Aguascalientes,003 Calvillo,316    Curtido y acabado de cuero y piel y fabricación de productos de cuero piel y materiales sucedáneos ,6,4,2,
01 Aguascalientes,003 Calvillo,321    Industria de la madera ,26,24,2,
01 Aguascalientes,003 Calvillo,322    Industria del papel ,5,1,4,
01 Aguascalientes,003 Calvillo,323    Impresión e industrias conexas ,5,1,4,
01 Aguascalientes,003 Calvillo,325    Industria química ,2,2,0,
01 Aguascalientes,003 Calvillo,327    Fabricación de productos a base de minerales no metálicos ,19,18,1,
01 Aguascalientes,003 Calvillo,332    Fabricación de productos metálicos ,55,54,1,
01 Aguascalientes,003 Calvillo,335    Fabricación de accesorios aparatos eléctricos y equipo de generación de energía eléctrica ,3,1,2,
01 Aguascalientes,003 Calvillo,337    Fabricación de muebles colchones y persianas ,25,25,0,
01 Aguascalientes,003 Calvillo,339    Otras industrias manufactureras ,8,4,4,
04 Campeche,003 Carmen,311    Industria alimentaria ,598,346,252,
04 Campeche,003 Carmen,312    Industria de las bebidas y del tabaco ,117,97,20,
04 Campeche,003 Carmen,313    Fabricación de insumos textiles y acabado de textiles ,4,3,1,
04 Campeche,003 Carmen,314    Fabricación de productos textiles excepto prendas de vestir ,26,17,9,
04 Campeche,003 Carmen,315    Fabricación de prendas de vestir ,72,31,41,
04 Campeche,003 Carmen,321    Industria de la madera ,99,91,8,
04 Campeche,003 Carmen,322    Industria del papel ,8,3,5,
04 Campeche,003 Carmen,323    Impresión e industrias conexas ,121,91,30,
04 Campeche,003 Carmen,325    Industria química ,12,12,0,
04 Campeche,003 Carmen,326    Industria del plástico y del hule ,1,1,0,
04 Campeche,003 Carmen,327    Fabricación de productos a base de minerales no metálicos ,83,75,8,
04 Campeche,003 Carmen,331    Industrias metálicas básicas ,59,43,16,
04 Campeche,003 Carmen,332    Fabricación de productos metálicos ,693,613,80,
04 Campeche,003 Carmen,334    Fabricación de equipo de computación comunicación medición y de otros equipos componentes y accesorios electrónicos ,19,17,2,
04 Campeche,003 Carmen,335    Fabricación de accesorios aparatos eléctricos y equipo de generación de energía eléctrica ,10,3,7,
04 Campeche,003 Carmen,336    Fabricación de equipo de transporte ,9,9,0,
04 Campeche,003 Carmen,337    Fabricación de muebles colchones y persianas ,88,79,9,
04 Campeche,003 Carmen,339    Otras industrias manufactureras ,148,38,110,
27 Tabasco,003 Centla,311    Industria alimentaria ,211,134,77,
27 Tabasco,003 Centla,312    Industria de las bebidas y del tabaco ,79,67,12,
27 Tabasco,003 Centla,315    Fabricación de prendas de vestir ,21,15,6,
27 Tabasco,003 Centla,316    Curtido y acabado de cuero y piel y fabricación de productos de cuero piel y materiales sucedáneos ,8,6,2,
27 Tabasco,003 Centla,321    Industria de la madera ,21,20,1,
27 Tabasco,003 Centla,322    Industria del papel ,2,2,0,
27 Tabasco,003 Centla,323    Impresión e industrias conexas ,5,4,1,
27 Tabasco,003 Centla,327    Fabricación de productos a base de minerales no metálicos ,8,7,1,
27 Tabasco,003 Centla,332    Fabricación de productos metálicos ,56,52,4,
27 Tabasco,003 Centla,337    Fabricación de muebles colchones y persianas ,23,23,0,
27 Tabasco,003 Centla,339    Otras industrias manufactureras ,2,1,1,
06 Colima,003 Comala,311    Industria alimentaria ,207,107,100,
06 Colima,003 Comala,312    Industria de las bebidas y del tabaco ,11,7,4,
06 Colima,003 Comala,314    Fabricación de productos textiles excepto prendas de vestir ,10,4,6,
06 Colima,003 Comala,315    Fabricación de prendas de vestir ,6,1,5,
06 Colima,003 Comala,316    Curtido y acabado de cuero y piel y fabricación de productos de cuero piel y materiales sucedáneos ,7,4,3,
06 Colima,003 Comala,321    Industria de la madera ,12,10,2,
06 Colima,003 Comala,322    Industria del papel ,6,1,5,
06 Colima,003 Comala,327    Fabricación de productos a base de minerales no metálicos ,7,7,0,
06 Colima,003 Comala,332    Fabricación de productos metálicos ,34,34,0,
06 Colima,003 Comala,336    Fabricación de equipo de transporte ,2,2,0,
06 Colima,003 Comala,337    Fabricación de muebles colchones y persianas ,41,36,5,
06 Colima,003 Comala,339    Otras industrias manufactureras ,13,8,5,
09 Distrito federal,003 Coyoacán,311    Industria alimentaria ,2956,1724,1232,
09 Distrito federal,003 Coyoacán,312    Industria de las bebidas y del tabaco ,750,644,106,
09 Distrito federal,003 Coyoacán,313    Fabricación de insumos textiles y acabado de textiles ,52,26,26,
09 Distrito federal,003 Coyoacán,314    Fabricación de productos textiles excepto prendas de vestir ,120,71,49,
09 Distrito federal,003 Coyoacán,315    Fabricación de prendas de vestir ,711,386,325,
09 Distrito federal,003 Coyoacán,316    Curtido y acabado de cuero y piel y fabricación de productos de cuero piel y materiales sucedáneos ,102,52,50,
09 Distrito federal,003 Coyoacán,321    Industria de la madera ,150,137,13,
09 Distrito federal,003 Coyoacán,322    Industria del papel ,230,114,116,
09 Distrito federal,003 Coyoacán,323    Impresión e industrias conexas ,1346,816,530,
09 Distrito federal,003 Coyoacán,324    Fabricación de productos derivados del petróleo y del carbón ,5,1,4,
09 Distrito federal,003 Coyoacán,325    Industria química ,11943,6540,5403,
09 Distrito federal,003 Coyoacán,326    Industria del plástico y del hule ,642,470,172,
09 Distrito federal,003 Coyoacán,327    Fabricación de productos a base de minerales no metálicos ,465,331,134,
09 Distrito federal,003 Coyoacán,331    Industrias metálicas básicas ,127,51,76,
