Instituto Nacional de Estadística y Geografía,,,,,,
INEGI. Censos Económicos 2009. Resultados definitivos,,,,,,
Fecha de consulta: 26/08/2021 04:44:53 a. m.,,,,,,
,,,,,,
Entidad,Municipio,Actividad Económica,H001A Personal ocupado total,"H001B Personal ocupado total, hombres","H001C Personal ocupado total, mujeres",
29 Tlaxcala,034 Tlaxco,323    Impresión e industrias conexas ,2,2,0,
29 Tlaxcala,034 Tlaxco,326    Industria del plástico y del hule ,150,96,54,
29 Tlaxcala,034 Tlaxco,327    Fabricación de productos a base de minerales no metálicos ,23,21,2,
29 Tlaxcala,034 Tlaxco,332    Fabricación de productos metálicos ,60,57,3,
29 Tlaxcala,034 Tlaxco,336    Fabricación de equipo de transporte ,38,16,22,
29 Tlaxcala,034 Tlaxco,337    Fabricación de muebles colchones y persianas ,24,24,0,
29 Tlaxcala,034 Tlaxco,339    Otras industrias manufactureras ,12,4,8,
30 Veracruz de ignacio de la llave,035 Citlaltépetl,311    Industria alimentaria ,107,53,54,
30 Veracruz de ignacio de la llave,035 Citlaltépetl,312    Industria de las bebidas y del tabaco ,4,2,2,
30 Veracruz de ignacio de la llave,035 Citlaltépetl,315    Fabricación de prendas de vestir ,6,4,2,
30 Veracruz de ignacio de la llave,035 Citlaltépetl,316    Curtido y acabado de cuero y piel y fabricación de productos de cuero piel y materiales sucedáneos ,19,15,4,
30 Veracruz de ignacio de la llave,035 Citlaltépetl,321    Industria de la madera ,10,10,0,
30 Veracruz de ignacio de la llave,035 Citlaltépetl,332    Fabricación de productos metálicos ,14,13,1,
30 Veracruz de ignacio de la llave,035 Citlaltépetl,337    Fabricación de muebles colchones y persianas ,6,6,0,
30 Veracruz de ignacio de la llave,035 Citlaltépetl,339    Otras industrias manufactureras ,3,1,2,
21 Puebla,035 Coxcatlán,311    Industria alimentaria ,426,300,126,
21 Puebla,035 Coxcatlán,312    Industria de las bebidas y del tabaco ,24,21,3,
21 Puebla,035 Coxcatlán,314    Fabricación de productos textiles excepto prendas de vestir ,1,0,1,
21 Puebla,035 Coxcatlán,315    Fabricación de prendas de vestir ,14,3,11,
21 Puebla,035 Coxcatlán,321    Industria de la madera ,1,1,0,
21 Puebla,035 Coxcatlán,323    Impresión e industrias conexas ,2,1,1,
21 Puebla,035 Coxcatlán,325    Industria química ,5,4,1,
21 Puebla,035 Coxcatlán,327    Fabricación de productos a base de minerales no metálicos ,5,4,1,
21 Puebla,035 Coxcatlán,332    Fabricación de productos metálicos ,12,11,1,
21 Puebla,035 Coxcatlán,337    Fabricación de muebles colchones y persianas ,5,5,0,
14 Jalisco,035 Encarnación de díaz,311    Industria alimentaria ,321,213,108,
14 Jalisco,035 Encarnación de díaz,312    Industria de las bebidas y del tabaco ,17,15,2,
14 Jalisco,035 Encarnación de díaz,314    Fabricación de productos textiles excepto prendas de vestir ,10,8,2,
14 Jalisco,035 Encarnación de díaz,315    Fabricación de prendas de vestir ,407,120,287,
14 Jalisco,035 Encarnación de díaz,316    Curtido y acabado de cuero y piel y fabricación de productos de cuero piel y materiales sucedáneos ,1,1,0,
14 Jalisco,035 Encarnación de díaz,321    Industria de la madera ,19,17,2,
14 Jalisco,035 Encarnación de díaz,323    Impresión e industrias conexas ,12,7,5,
14 Jalisco,035 Encarnación de díaz,326    Industria del plástico y del hule ,22,15,7,
14 Jalisco,035 Encarnación de díaz,327    Fabricación de productos a base de minerales no metálicos ,149,136,13,
14 Jalisco,035 Encarnación de díaz,332    Fabricación de productos metálicos ,91,90,1,
14 Jalisco,035 Encarnación de díaz,333    Fabricación de maquinaria y equipo ,8,8,0,
14 Jalisco,035 Encarnación de díaz,336    Fabricación de equipo de transporte ,3,1,2,
14 Jalisco,035 Encarnación de díaz,337    Fabricación de muebles colchones y persianas ,13,13,0,
07 Chiapas,035 Frontera hidalgo,311    Industria alimentaria ,22,5,17,
07 Chiapas,035 Frontera hidalgo,312    Industria de las bebidas y del tabaco ,4,4,0,
07 Chiapas,035 Frontera hidalgo,327    Fabricación de productos a base de minerales no metálicos ,6,6,0,
07 Chiapas,035 Frontera hidalgo,332    Fabricación de productos metálicos ,4,4,0,
07 Chiapas,035 Frontera hidalgo,337    Fabricación de muebles colchones y persianas ,2,2,0,
20 Oaxaca,035 Guelatao de juárez,311    Industria alimentaria ,6,2,4,
20 Oaxaca,035 Guelatao de juárez,332    Fabricación de productos metálicos ,1,1,0,
20 Oaxaca,035 Guelatao de juárez,337    Fabricación de muebles colchones y persianas ,1,1,0,
31 Yucatán,035 Hoctún,311    Industria alimentaria ,61,41,20,
31 Yucatán,035 Hoctún,312    Industria de las bebidas y del tabaco ,5,3,2,
31 Yucatán,035 Hoctún,314    Fabricación de productos textiles excepto prendas de vestir ,6,2,4,
31 Yucatán,035 Hoctún,315    Fabricación de prendas de vestir ,8,3,5,
31 Yucatán,035 Hoctún,321    Industria de la madera ,4,4,0,
31 Yucatán,035 Hoctún,332    Fabricación de productos metálicos ,14,14,0,
31 Yucatán,035 Hoctún,337    Fabricación de muebles colchones y persianas ,3,3,0,
31 Yucatán,035 Hoctún,339    Otras industrias manufactureras ,21,0,21,
15 México,035 Huehuetoca,311    Industria alimentaria ,263,115,148,
15 México,035 Huehuetoca,312    Industria de las bebidas y del tabaco ,25,17,8,
15 México,035 Huehuetoca,313    Fabricación de insumos textiles y acabado de textiles ,225,163,62,
15 México,035 Huehuetoca,314    Fabricación de productos textiles excepto prendas de vestir ,1,1,0,
15 México,035 Huehuetoca,315    Fabricación de prendas de vestir ,356,126,230,
15 México,035 Huehuetoca,321    Industria de la madera ,22,22,0,
15 México,035 Huehuetoca,322    Industria del papel ,141,126,15,
15 México,035 Huehuetoca,323    Impresión e industrias conexas ,18,15,3,
15 México,035 Huehuetoca,326    Industria del plástico y del hule ,358,186,172,
15 México,035 Huehuetoca,327    Fabricación de productos a base de minerales no metálicos ,19,18,1,
15 México,035 Huehuetoca,332    Fabricación de productos metálicos ,1780,1551,229,
15 México,035 Huehuetoca,335    Fabricación de accesorios aparatos eléctricos y equipo de generación de energía eléctrica ,480,384,96,
15 México,035 Huehuetoca,336    Fabricación de equipo de transporte ,1028,845,183,
15 México,035 Huehuetoca,337    Fabricación de muebles colchones y persianas ,8,7,1,
15 México,035 Huehuetoca,339    Otras industrias manufactureras ,36,21,15,
12 Guerrero,035 Iguala de la independencia,311    Industria alimentaria ,1000,583,417,
12 Guerrero,035 Iguala de la independencia,312    Industria de las bebidas y del tabaco ,434,395,39,
12 Guerrero,035 Iguala de la independencia,313    Fabricación de insumos textiles y acabado de textiles ,4,4,0,
12 Guerrero,035 Iguala de la independencia,314    Fabricación de productos textiles excepto prendas de vestir ,14,7,7,
12 Guerrero,035 Iguala de la independencia,315    Fabricación de prendas de vestir ,699,298,401,
12 Guerrero,035 Iguala de la independencia,316    Curtido y acabado de cuero y piel y fabricación de productos de cuero piel y materiales sucedáneos ,75,58,17,
12 Guerrero,035 Iguala de la independencia,321    Industria de la madera ,101,86,15,
12 Guerrero,035 Iguala de la independencia,322    Industria del papel ,13,4,9,
12 Guerrero,035 Iguala de la independencia,323    Impresión e industrias conexas ,64,50,14,
12 Guerrero,035 Iguala de la independencia,324    Fabricación de productos derivados del petróleo y del carbón ,4,4,0,
12 Guerrero,035 Iguala de la independencia,325    Industria química ,26,21,5,
12 Guerrero,035 Iguala de la independencia,327    Fabricación de productos a base de minerales no metálicos ,389,317,72,
12 Guerrero,035 Iguala de la independencia,331    Industrias metálicas básicas ,4,3,1,
12 Guerrero,035 Iguala de la independencia,332    Fabricación de productos metálicos ,305,289,16,
12 Guerrero,035 Iguala de la independencia,335    Fabricación de accesorios aparatos eléctricos y equipo de generación de energía eléctrica ,1,1,0,
12 Guerrero,035 Iguala de la independencia,337    Fabricación de muebles colchones y persianas ,61,54,7,
12 Guerrero,035 Iguala de la independencia,339    Otras industrias manufactureras ,153,96,57,
26 Sonora,035 Imuris,311    Industria alimentaria ,33,16,17,
26 Sonora,035 Imuris,312    Industria de las bebidas y del tabaco ,2,1,1,
26 Sonora,035 Imuris,332    Fabricación de productos metálicos ,4,4,0,
26 Sonora,035 Imuris,334    Fabricación de equipo de computación comunicación medición y de otros equipos componentes y accesorios electrónicos ,221,107,114,
26 Sonora,035 Imuris,336    Fabricación de equipo de transporte ,360,226,134,
26 Sonora,035 Imuris,337    Fabricación de muebles colchones y persianas ,4,4,0,
08 Chihuahua,035 Janos,311    Industria alimentaria ,4,1,3,
08 Chihuahua,035 Janos,327    Fabricación de productos a base de minerales no metálicos ,2,2,0,
08 Chihuahua,035 Janos,332    Fabricación de productos metálicos ,2,2,0,
16 Michoacán de ocampo,035 La huacana,311    Industria alimentaria ,147,85,62,
16 Michoacán de ocampo,035 La huacana,312    Industria de las bebidas y del tabaco ,32,28,4,
16 Michoacán de ocampo,035 La huacana,315    Fabricación de prendas de vestir ,5,2,3,
16 Michoacán de ocampo,035 La huacana,316    Curtido y acabado de cuero y piel y fabricación de productos de cuero piel y materiales sucedáneos ,2,2,0,
16 Michoacán de ocampo,035 La huacana,321    Industria de la madera ,4,4,0,
16 Michoacán de ocampo,035 La huacana,325    Industria química ,2,1,1,
16 Michoacán de ocampo,035 La huacana,327    Fabricación de productos a base de minerales no metálicos ,16,14,2,
16 Michoacán de ocampo,035 La huacana,332    Fabricación de productos metálicos ,32,31,1,
16 Michoacán de ocampo,035 La huacana,336    Fabricación de equipo de transporte ,76,67,9,
16 Michoacán de ocampo,035 La huacana,337    Fabricación de muebles colchones y persianas ,3,3,0,
16 Michoacán de ocampo,035 La huacana,339    Otras industrias manufactureras ,8,6,2,
19 Nuevo león,035 Melchor ocampo,311    Industria alimentaria ,4,0,4,
13 Hidalgo,035 Metepec,311    Industria alimentaria ,28,16,12,
13 Hidalgo,035 Metepec,312    Industria de las bebidas y del tabaco ,2,2,0,
13 Hidalgo,035 Metepec,315    Fabricación de prendas de vestir ,82,30,52,
13 Hidalgo,035 Metepec,321    Industria de la madera ,1,1,0,
13 Hidalgo,035 Metepec,327    Fabricación de productos a base de minerales no metálicos ,1,1,0,
13 Hidalgo,035 Metepec,331    Industrias metálicas básicas ,37,34,3,
13 Hidalgo,035 Metepec,332    Fabricación de productos metálicos ,7,7,0,
13 Hidalgo,035 Metepec,337    Fabricación de muebles colchones y persianas ,3,3,0,
13 Hidalgo,035 Metepec,339    Otras industrias manufactureras ,1,0,1,
32 Zacatecas,035 Noria de ángeles,311    Industria alimentaria ,5,2,3,
32 Zacatecas,035 Noria de ángeles,315    Fabricación de prendas de vestir ,1,0,1,
32 Zacatecas,035 Noria de ángeles,327    Fabricación de productos a base de minerales no metálicos ,1,1,0,
32 Zacatecas,035 Noria de ángeles,337    Fabricación de muebles colchones y persianas ,1,1,0,
28 Tamaulipas,035 San fernando,311    Industria alimentaria ,242,123,119,
28 Tamaulipas,035 San fernando,312    Industria de las bebidas y del tabaco ,63,51,12,
28 Tamaulipas,035 San fernando,315    Fabricación de prendas de vestir ,7,0,7,
28 Tamaulipas,035 San fernando,321    Industria de la madera ,13,12,1,
28 Tamaulipas,035 San fernando,322    Industria del papel ,1,0,1,
28 Tamaulipas,035 San fernando,323    Impresión e industrias conexas ,11,8,3,
28 Tamaulipas,035 San fernando,325    Industria química ,1,0,1,
28 Tamaulipas,035 San fernando,327    Fabricación de productos a base de minerales no metálicos ,7,5,2,
28 Tamaulipas,035 San fernando,332    Fabricación de productos metálicos ,80,74,6,
28 Tamaulipas,035 San fernando,333    Fabricación de maquinaria y equipo ,162,100,62,
28 Tamaulipas,035 San fernando,335    Fabricación de accesorios aparatos eléctricos y equipo de generación de energía eléctrica ,206,129,77,
28 Tamaulipas,035 San fernando,337    Fabricación de muebles colchones y persianas ,6,6,0,
28 Tamaulipas,035 San fernando,339    Otras industrias manufactureras ,14,5,9,
11 Guanajuato,035 Santa cruz de juventino rosas,311    Industria alimentaria ,1941,837,1104,
11 Guanajuato,035 Santa cruz de juventino rosas,312    Industria de las bebidas y del tabaco ,12,11,1,
11 Guanajuato,035 Santa cruz de juventino rosas,313    Fabricación de insumos textiles y acabado de textiles ,6,6,0,
11 Guanajuato,035 Santa cruz de juventino rosas,314    Fabricación de productos textiles excepto prendas de vestir ,4,3,1,
11 Guanajuato,035 Santa cruz de juventino rosas,315    Fabricación de prendas de vestir ,11,1,10,
11 Guanajuato,035 Santa cruz de juventino rosas,316    Curtido y acabado de cuero y piel y fabricación de productos de cuero piel y materiales sucedáneos ,875,180,695,
11 Guanajuato,035 Santa cruz de juventino rosas,321    Industria de la madera ,19,18,1,
11 Guanajuato,035 Santa cruz de juventino rosas,323    Impresión e industrias conexas ,8,4,4,
11 Guanajuato,035 Santa cruz de juventino rosas,327    Fabricación de productos a base de minerales no metálicos ,30,24,6,
11 Guanajuato,035 Santa cruz de juventino rosas,332    Fabricación de productos metálicos ,103,102,1,
11 Guanajuato,035 Santa cruz de juventino rosas,336    Fabricación de equipo de transporte ,76,1,75,
11 Guanajuato,035 Santa cruz de juventino rosas,337    Fabricación de muebles colchones y persianas ,24,22,2,
11 Guanajuato,035 Santa cruz de juventino rosas,339    Otras industrias manufactureras ,2,1,1,
24 San luis potosí,035 Soledad de graciano sánchez,311    Industria alimentaria ,1625,680,945,
24 San luis potosí,035 Soledad de graciano sánchez,312    Industria de las bebidas y del tabaco ,138,64,74,
24 San luis potosí,035 Soledad de graciano sánchez,313    Fabricación de insumos textiles y acabado de textiles ,163,71,92,
24 San luis potosí,035 Soledad de graciano sánchez,314    Fabricación de productos textiles excepto prendas de vestir ,50,24,26,
24 San luis potosí,035 Soledad de graciano sánchez,315    Fabricación de prendas de vestir ,120,31,89,
24 San luis potosí,035 Soledad de graciano sánchez,316    Curtido y acabado de cuero y piel y fabricación de productos de cuero piel y materiales sucedáneos ,9,5,4,
24 San luis potosí,035 Soledad de graciano sánchez,321    Industria de la madera ,137,119,18,
24 San luis potosí,035 Soledad de graciano sánchez,322    Industria del papel ,8,5,3,
24 San luis potosí,035 Soledad de graciano sánchez,323    Impresión e industrias conexas ,74,42,32,
24 San luis potosí,035 Soledad de graciano sánchez,325    Industria química ,219,105,114,
24 San luis potosí,035 Soledad de graciano sánchez,326    Industria del plástico y del hule ,238,123,115,
24 San luis potosí,035 Soledad de graciano sánchez,327    Fabricación de productos a base de minerales no metálicos ,255,227,28,
24 San luis potosí,035 Soledad de graciano sánchez,331    Industrias metálicas básicas ,9,7,2,
24 San luis potosí,035 Soledad de graciano sánchez,332    Fabricación de productos metálicos ,817,731,86,
24 San luis potosí,035 Soledad de graciano sánchez,333    Fabricación de maquinaria y equipo ,142,113,29,
24 San luis potosí,035 Soledad de graciano sánchez,335    Fabricación de accesorios aparatos eléctricos y equipo de generación de energía eléctrica ,1,1,0,
24 San luis potosí,035 Soledad de graciano sánchez,336    Fabricación de equipo de transporte ,38,30,8,
24 San luis potosí,035 Soledad de graciano sánchez,337    Fabricación de muebles colchones y persianas ,526,382,144,
24 San luis potosí,035 Soledad de graciano sánchez,339    Otras industrias manufactureras ,56,41,15,
10 Durango,035 Tepehuanes,311    Industria alimentaria ,64,33,31,
10 Durango,035 Tepehuanes,312    Industria de las bebidas y del tabaco ,7,5,2,
10 Durango,035 Tepehuanes,315    Fabricación de prendas de vestir ,1,1,0,
10 Durango,035 Tepehuanes,321    Industria de la madera ,111,102,9,
10 Durango,035 Tepehuanes,322    Industria del papel ,1,0,1,
10 Durango,035 Tepehuanes,323    Impresión e industrias conexas ,2,0,2,
10 Durango,035 Tepehuanes,327    Fabricación de productos a base de minerales no metálicos ,12,12,0,
10 Durango,035 Tepehuanes,332    Fabricación de productos metálicos ,15,13,2,
10 Durango,035 Tepehuanes,337    Fabricación de muebles colchones y persianas ,13,12,1,
10 Durango,035 Tepehuanes,339    Otras industrias manufactureras ,4,1,3,
29 Tlaxcala,035 Tocatlán,311    Industria alimentaria ,19,3,16,
29 Tlaxcala,035 Tocatlán,315    Fabricación de prendas de vestir ,29,9,20,
29 Tlaxcala,035 Tocatlán,321    Industria de la madera ,3,3,0,
29 Tlaxcala,035 Tocatlán,332    Fabricación de productos metálicos ,5,4,1,
29 Tlaxcala,035 Tocatlán,337    Fabricación de muebles colchones y persianas ,3,3,0,
29 Tlaxcala,035 Tocatlán,339    Otras industrias manufactureras ,1,0,1,
05 Coahuila de zaragoza,035 Torreón,311    Industria alimentaria ,5430,3406,2024,
05 Coahuila de zaragoza,035 Torreón,312    Industria de las bebidas y del tabaco ,1987,1887,100,
05 Coahuila de zaragoza,035 Torreón,313    Fabricación de insumos textiles y acabado de textiles ,758,640,118,
05 Coahuila de zaragoza,035 Torreón,314    Fabricación de productos textiles excepto prendas de vestir ,214,135,79,
05 Coahuila de zaragoza,035 Torreón,315    Fabricación de prendas de vestir ,9798,5865,3933,
05 Coahuila de zaragoza,035 Torreón,316    Curtido y acabado de cuero y piel y fabricación de productos de cuero piel y materiales sucedáneos ,26,24,2,
05 Coahuila de zaragoza,035 Torreón,321    Industria de la madera ,410,370,40,
05 Coahuila de zaragoza,035 Torreón,322    Industria del papel ,78,43,35,
05 Coahuila de zaragoza,035 Torreón,323    Impresión e industrias conexas ,903,626,277,
05 Coahuila de zaragoza,035 Torreón,324    Fabricación de productos derivados del petróleo y del carbón ,31,24,7,
05 Coahuila de zaragoza,035 Torreón,325    Industria química ,689,594,95,
05 Coahuila de zaragoza,035 Torreón,326    Industria del plástico y del hule ,1135,779,356,
05 Coahuila de zaragoza,035 Torreón,327    Fabricación de productos a base de minerales no metálicos ,2153,2010,143,
05 Coahuila de zaragoza,035 Torreón,331    Industrias metálicas básicas ,2437,2318,119,
05 Coahuila de zaragoza,035 Torreón,332    Fabricación de productos metálicos ,4891,4415,476,
05 Coahuila de zaragoza,035 Torreón,333    Fabricación de maquinaria y equipo ,4601,4141,460,
05 Coahuila de zaragoza,035 Torreón,334    Fabricación de equipo de computación comunicación medición y de otros equipos componentes y accesorios electrónicos ,7,5,2,
05 Coahuila de zaragoza,035 Torreón,335    Fabricación de accesorios aparatos eléctricos y equipo de generación de energía eléctrica ,1040,940,100,
05 Coahuila de zaragoza,035 Torreón,336    Fabricación de equipo de transporte ,6178,3686,2492,
05 Coahuila de zaragoza,035 Torreón,337    Fabricación de muebles colchones y persianas ,1650,1403,247,
05 Coahuila de zaragoza,035 Torreón,339    Otras industrias manufactureras ,345,232,113,
30 Veracruz de ignacio de la llave,036 Coacoatzintla,311    Industria alimentaria ,52,24,28,
30 Veracruz de ignacio de la llave,036 Coacoatzintla,315    Fabricación de prendas de vestir ,5,1,4,
30 Veracruz de ignacio de la llave,036 Coacoatzintla,316    Curtido y acabado de cuero y piel y fabricación de productos de cuero piel y materiales sucedáneos ,1,1,0,
30 Veracruz de ignacio de la llave,036 Coacoatzintla,321    Industria de la madera ,10,9,1,
30 Veracruz de ignacio de la llave,036 Coacoatzintla,327    Fabricación de productos a base de minerales no metálicos ,2,2,0,
30 Veracruz de ignacio de la llave,036 Coacoatzintla,332    Fabricación de productos metálicos ,11,10,1,
30 Veracruz de ignacio de la llave,036 Coacoatzintla,337    Fabricación de muebles colchones y persianas ,7,7,0,
21 Puebla,036 Coyomeapan,311    Industria alimentaria ,23,14,9,
21 Puebla,036 Coyomeapan,332    Fabricación de productos metálicos ,3,3,0,
21 Puebla,036 Coyomeapan,337    Fabricación de muebles colchones y persianas ,2,2,0,
14 Jalisco,036 Etzatlán,311    Industria alimentaria ,113,50,63,
14 Jalisco,036 Etzatlán,312    Industria de las bebidas y del tabaco ,12,10,2,
14 Jalisco,036 Etzatlán,315    Fabricación de prendas de vestir ,28,17,11,
14 Jalisco,036 Etzatlán,316    Curtido y acabado de cuero y piel y fabricación de productos de cuero piel y materiales sucedáneos ,12,12,0,
14 Jalisco,036 Etzatlán,321    Industria de la madera ,13,13,0,
14 Jalisco,036 Etzatlán,327    Fabricación de productos a base de minerales no metálicos ,1,1,0,
14 Jalisco,036 Etzatlán,332    Fabricación de productos metálicos ,29,29,0,
14 Jalisco,036 Etzatlán,337    Fabricación de muebles colchones y persianas ,74,72,2,
20 Oaxaca,036 Guevea de humboldt,311    Industria alimentaria ,1,1,0,
20 Oaxaca,036 Guevea de humboldt,332    Fabricación de productos metálicos ,1,1,0,
20 Oaxaca,036 Guevea de humboldt,337    Fabricación de muebles colchones y persianas ,5,5,0,
31 Yucatán,036 Homún,311    Industria alimentaria ,64,35,29,
31 Yucatán,036 Homún,312    Industria de las bebidas y del tabaco ,2,1,1,
31 Yucatán,036 Homún,314    Fabricación de productos textiles excepto prendas de vestir ,7,5,2,
31 Yucatán,036 Homún,315    Fabricación de prendas de vestir ,111,65,46,
31 Yucatán,036 Homún,316    Curtido y acabado de cuero y piel y fabricación de productos de cuero piel y materiales sucedáneos ,9,8,1,
31 Yucatán,036 Homún,321    Industria de la madera ,4,4,0,
31 Yucatán,036 Homún,323    Impresión e industrias conexas ,3,3,0,
31 Yucatán,036 Homún,332    Fabricación de productos metálicos ,2,2,0,
31 Yucatán,036 Homún,337    Fabricación de muebles colchones y persianas ,5,5,0,
16 Michoacán de ocampo,036 Huandacareo,311    Industria alimentaria ,79,32,47,
16 Michoacán de ocampo,036 Huandacareo,312    Industria de las bebidas y del tabaco ,6,6,0,
16 Michoacán de ocampo,036 Huandacareo,321    Industria de la madera ,6,4,2,
16 Michoacán de ocampo,036 Huandacareo,323    Impresión e industrias conexas ,1,1,0,
16 Michoacán de ocampo,036 Huandacareo,327    Fabricación de productos a base de minerales no metálicos ,7,6,1,
16 Michoacán de ocampo,036 Huandacareo,332    Fabricación de productos metálicos ,29,26,3,
16 Michoacán de ocampo,036 Huandacareo,337    Fabricación de muebles colchones y persianas ,7,7,0,
16 Michoacán de ocampo,036 Huandacareo,339    Otras industrias manufactureras ,3,0,3,
15 México,036 Hueypoxtla,311    Industria alimentaria ,162,61,101,
15 México,036 Hueypoxtla,312    Industria de las bebidas y del tabaco ,6,4,2,
15 México,036 Hueypoxtla,315    Fabricación de prendas de vestir ,34,9,25,
15 México,036 Hueypoxtla,316    Curtido y acabado de cuero y piel y fabricación de productos de cuero piel y materiales sucedáneos ,4,2,2,
15 México,036 Hueypoxtla,321    Industria de la madera ,6,6,0,
15 México,036 Hueypoxtla,323    Impresión e industrias conexas ,3,2,1,
15 México,036 Hueypoxtla,327    Fabricación de productos a base de minerales no metálicos ,17,11,6,
15 México,036 Hueypoxtla,331    Industrias metálicas básicas ,4,3,1,
15 México,036 Hueypoxtla,332    Fabricación de productos metálicos ,15,15,0,
15 México,036 Hueypoxtla,337    Fabricación de muebles colchones y persianas ,6,6,0,
12 Guerrero,036 Igualapa,311    Industria alimentaria ,79,26,53,
12 Guerrero,036 Igualapa,312    Industria de las bebidas y del tabaco ,19,16,3,
12 Guerrero,036 Igualapa,314    Fabricación de productos textiles excepto prendas de vestir ,2,0,2,
12 Guerrero,036 Igualapa,315    Fabricación de prendas de vestir ,5,0,5,
12 Guerrero,036 Igualapa,325    Industria química ,2,0,2,
12 Guerrero,036 Igualapa,332    Fabricación de productos metálicos ,10,7,3,
12 Guerrero,036 Igualapa,337    Fabricación de muebles colchones y persianas ,3,3,0,
12 Guerrero,036 Igualapa,339    Otras industrias manufactureras ,4,1,3,
08 Chihuahua,036 Jiménez,311    Industria alimentaria ,225,142,83,
08 Chihuahua,036 Jiménez,312    Industria de las bebidas y del tabaco ,7,7,0,
08 Chihuahua,036 Jiménez,314    Fabricación de productos textiles excepto prendas de vestir ,1,0,1,
08 Chihuahua,036 Jiménez,315    Fabricación de prendas de vestir ,594,259,335,
08 Chihuahua,036 Jiménez,321    Industria de la madera ,20,17,3,
08 Chihuahua,036 Jiménez,322    Industria del papel ,2,1,1,
08 Chihuahua,036 Jiménez,323    Impresión e industrias conexas ,6,4,2,
08 Chihuahua,036 Jiménez,325    Industria química ,40,28,12,
08 Chihuahua,036 Jiménez,327    Fabricación de productos a base de minerales no metálicos ,51,51,0,
08 Chihuahua,036 Jiménez,332    Fabricación de productos metálicos ,88,83,5,
08 Chihuahua,036 Jiménez,335    Fabricación de accesorios aparatos eléctricos y equipo de generación de energía eléctrica ,667,303,364,
08 Chihuahua,036 Jiménez,337    Fabricación de muebles colchones y persianas ,12,11,1,
08 Chihuahua,036 Jiménez,339    Otras industrias manufactureras ,2,0,2,
07 Chiapas,036 La grandeza,311    Industria alimentaria ,6,1,5,
07 Chiapas,036 La grandeza,314    Fabricación de productos textiles excepto prendas de vestir ,2,0,2,
07 Chiapas,036 La grandeza,315    Fabricación de prendas de vestir ,2,0,2,
07 Chiapas,036 La grandeza,332    Fabricación de productos metálicos ,4,4,0,
07 Chiapas,036 La grandeza,337    Fabricación de muebles colchones y persianas ,1,1,0,
26 Sonora,036 Magdalena,311    Industria alimentaria ,220,118,102,
26 Sonora,036 Magdalena,312    Industria de las bebidas y del tabaco ,12,10,2,
26 Sonora,036 Magdalena,314    Fabricación de productos textiles excepto prendas de vestir ,3,1,2,
26 Sonora,036 Magdalena,315    Fabricación de prendas de vestir ,7,2,5,
26 Sonora,036 Magdalena,316    Curtido y acabado de cuero y piel y fabricación de productos de cuero piel y materiales sucedáneos ,39,36,3,
26 Sonora,036 Magdalena,321    Industria de la madera ,2,2,0,
26 Sonora,036 Magdalena,322    Industria del papel ,6,1,5,
26 Sonora,036 Magdalena,323    Impresión e industrias conexas ,15,8,7,
26 Sonora,036 Magdalena,327    Fabricación de productos a base de minerales no metálicos ,3,3,0,
26 Sonora,036 Magdalena,332    Fabricación de productos metálicos ,37,37,0,
26 Sonora,036 Magdalena,334    Fabricación de equipo de computación comunicación medición y de otros equipos componentes y accesorios electrónicos ,1731,816,915,
26 Sonora,036 Magdalena,337    Fabricación de muebles colchones y persianas ,44,41,3,
26 Sonora,036 Magdalena,339    Otras industrias manufactureras ,820,386,434,
19 Nuevo león,036 Mier y noriega,311    Industria alimentaria ,2,1,1,
19 Nuevo león,036 Mier y noriega,321    Industria de la madera ,1,1,0,
19 Nuevo león,036 Mier y noriega,332    Fabricación de productos metálicos ,4,4,0,
32 Zacatecas,036 Ojocaliente,311    Industria alimentaria ,131,76,55,
32 Zacatecas,036 Ojocaliente,312    Industria de las bebidas y del tabaco ,21,19,2,
32 Zacatecas,036 Ojocaliente,313    Fabricación de insumos textiles y acabado de textiles ,1,1,0,
32 Zacatecas,036 Ojocaliente,315    Fabricación de prendas de vestir ,1,0,1,
32 Zacatecas,036 Ojocaliente,321    Industria de la madera ,17,16,1,
32 Zacatecas,036 Ojocaliente,322    Industria del papel ,2,1,1,
32 Zacatecas,036 Ojocaliente,323    Impresión e industrias conexas ,5,4,1,
32 Zacatecas,036 Ojocaliente,327    Fabricación de productos a base de minerales no metálicos ,12,11,1,
32 Zacatecas,036 Ojocaliente,332    Fabricación de productos metálicos ,47,46,1,
32 Zacatecas,036 Ojocaliente,333    Fabricación de maquinaria y equipo ,1,1,0,
32 Zacatecas,036 Ojocaliente,336    Fabricación de equipo de transporte ,288,224,64,
32 Zacatecas,036 Ojocaliente,337    Fabricación de muebles colchones y persianas ,20,20,0,
13 Hidalgo,036 San agustín metzquititlán,311    Industria alimentaria ,36,15,21,
13 Hidalgo,036 San agustín metzquititlán,312    Industria de las bebidas y del tabaco ,9,9,0,
13 Hidalgo,036 San agustín metzquititlán,332    Fabricación de productos metálicos ,4,4,0,
13 Hidalgo,036 San agustín metzquititlán,333    Fabricación de maquinaria y equipo ,9,6,3,
11 Guanajuato,036 Santiago maravatío,311    Industria alimentaria ,21,9,12,
11 Guanajuato,036 Santiago maravatío,312    Industria de las bebidas y del tabaco ,3,3,0,
11 Guanajuato,036 Santiago maravatío,313    Fabricación de insumos textiles y acabado de textiles ,52,17,35,
11 Guanajuato,036 Santiago maravatío,315    Fabricación de prendas de vestir ,5,1,4,
