Instituto Nacional de Estadística y Geografía,,,,,,,
INEGI. Censos Económicos 2014. Resultados definitivos,,,,,,,
Fecha de consulta: 26/08/2021 05:04:19 a. m.,,,,,,,
,,,,,,,
Año Censal,Entidad,Municipio,Actividad Económica,H001A Personal ocupado total,"H001B Personal ocupado total, hombres","H001C Personal ocupado total, mujeres",
2009,22 Querétaro,014 Querétaro,337 Fabricación de muebles colchones y persianas,717,599,118,
2009,22 Querétaro,014 Querétaro,339 Otras industrias manufactureras,792,343,449,
2009,22 Querétaro,015 San Joaquín,30C  Subsectores agrupados por el principio de confidencialidad,17,8,9,
2009,22 Querétaro,015 San Joaquín,311 Industria alimentaria,28,16,12,
2009,22 Querétaro,015 San Joaquín,332 Fabricación de productos metálicos,5,5,0,
2009,22 Querétaro,016 San Juan del Río,30C  Subsectores agrupados por el principio de confidencialidad,828,747,81,
2009,22 Querétaro,016 San Juan del Río,311 Industria alimentaria,1275,826,449,
2009,22 Querétaro,016 San Juan del Río,312 Industria de las bebidas y del tabaco,718,602,116,
2009,22 Querétaro,016 San Juan del Río,313 Fabricación de insumos textiles y acabado de textiles,3325,3253,72,
2009,22 Querétaro,016 San Juan del Río,314 Fabricación de productos textiles excepto prendas de vestir,941,327,614,
2009,22 Querétaro,016 San Juan del Río,315 Fabricación de prendas de vestir,2436,735,1701,
2009,22 Querétaro,016 San Juan del Río,316 Curtido y acabado de cuero y piel y fabricación de productos de cuero piel y materiales sucedáneos,108,73,35,
2009,22 Querétaro,016 San Juan del Río,321 Industria de la madera,917,376,541,
2009,22 Querétaro,016 San Juan del Río,322 Industria del papel,2581,1926,655,
2009,22 Querétaro,016 San Juan del Río,323 Impresión e industrias conexas,1252,875,377,
2009,22 Querétaro,016 San Juan del Río,325 Industria química,1459,999,460,
2009,22 Querétaro,016 San Juan del Río,326 Industria del plástico y del hule,1527,839,688,
2009,22 Querétaro,016 San Juan del Río,327 Fabricación de productos a base de minerales no metálicos,370,344,26,
2009,22 Querétaro,016 San Juan del Río,332 Fabricación de productos metálicos,2006,1592,414,
2009,22 Querétaro,016 San Juan del Río,333 Fabricación de maquinaria y equipo,1239,927,312,
2009,22 Querétaro,016 San Juan del Río,334 Fabricación de equipo de computación comunicación medición y de otros equipos componentes y accesorios electrónicos,2627,1095,1532,
2009,22 Querétaro,016 San Juan del Río,336 Fabricación de equipo de transporte,313,159,154,
2009,22 Querétaro,016 San Juan del Río,337 Fabricación de muebles colchones y persianas,169,162,7,
2009,22 Querétaro,016 San Juan del Río,339 Otras industrias manufactureras,419,174,245,
2009,22 Querétaro,017 Tequisquiapan,30C  Subsectores agrupados por el principio de confidencialidad,125,41,84,
2009,22 Querétaro,017 Tequisquiapan,311 Industria alimentaria,252,135,117,
2009,22 Querétaro,017 Tequisquiapan,312 Industria de las bebidas y del tabaco,6,3,3,
2009,22 Querétaro,017 Tequisquiapan,313 Fabricación de insumos textiles y acabado de textiles,3,1,2,
2009,22 Querétaro,017 Tequisquiapan,314 Fabricación de productos textiles excepto prendas de vestir,22,5,17,
2009,22 Querétaro,017 Tequisquiapan,315 Fabricación de prendas de vestir,776,172,604,
2009,22 Querétaro,017 Tequisquiapan,321 Industria de la madera,822,364,458,
2009,22 Querétaro,017 Tequisquiapan,322 Industria del papel,13,4,9,
2009,22 Querétaro,017 Tequisquiapan,323 Impresión e industrias conexas,90,39,51,
2009,22 Querétaro,017 Tequisquiapan,327 Fabricación de productos a base de minerales no metálicos,534,516,18,
2009,22 Querétaro,017 Tequisquiapan,332 Fabricación de productos metálicos,219,206,13,
2009,22 Querétaro,017 Tequisquiapan,335 Fabricación de accesorios aparatos eléctricos y equipo de generación de energía eléctrica,17,12,5,
2009,22 Querétaro,017 Tequisquiapan,337 Fabricación de muebles colchones y persianas,184,166,18,
2009,22 Querétaro,017 Tequisquiapan,339 Otras industrias manufactureras,45,16,29,
2009,22 Querétaro,018 Tolimán,30C  Subsectores agrupados por el principio de confidencialidad,10,9,1,
2009,22 Querétaro,018 Tolimán,311 Industria alimentaria,48,24,24,
2009,22 Querétaro,018 Tolimán,327 Fabricación de productos a base de minerales no metálicos,20,18,2,
2009,22 Querétaro,018 Tolimán,332 Fabricación de productos metálicos,10,10,0,
2009,23 Quintana Roo,001 Cozumel,30C  Subsectores agrupados por el principio de confidencialidad,28,22,6,
2009,23 Quintana Roo,001 Cozumel,311 Industria alimentaria,260,151,109,
2009,23 Quintana Roo,001 Cozumel,312 Industria de las bebidas y del tabaco,80,66,14,
2009,23 Quintana Roo,001 Cozumel,315 Fabricación de prendas de vestir,59,25,34,
2009,23 Quintana Roo,001 Cozumel,321 Industria de la madera,46,40,6,
2009,23 Quintana Roo,001 Cozumel,322 Industria del papel,6,3,3,
2009,23 Quintana Roo,001 Cozumel,323 Impresión e industrias conexas,65,40,25,
2009,23 Quintana Roo,001 Cozumel,327 Fabricación de productos a base de minerales no metálicos,69,67,2,
2009,23 Quintana Roo,001 Cozumel,332 Fabricación de productos metálicos,138,127,11,
2009,23 Quintana Roo,001 Cozumel,337 Fabricación de muebles colchones y persianas,33,30,3,
2009,23 Quintana Roo,001 Cozumel,339 Otras industrias manufactureras,8,5,3,
2009,23 Quintana Roo,002 Felipe Carrillo Puerto,30C  Subsectores agrupados por el principio de confidencialidad,25,18,7,
2009,23 Quintana Roo,002 Felipe Carrillo Puerto,311 Industria alimentaria,247,121,126,
2009,23 Quintana Roo,002 Felipe Carrillo Puerto,312 Industria de las bebidas y del tabaco,14,14,0,
2009,23 Quintana Roo,002 Felipe Carrillo Puerto,315 Fabricación de prendas de vestir,19,11,8,
2009,23 Quintana Roo,002 Felipe Carrillo Puerto,321 Industria de la madera,110,106,4,
2009,23 Quintana Roo,002 Felipe Carrillo Puerto,332 Fabricación de productos metálicos,38,36,2,
2009,23 Quintana Roo,002 Felipe Carrillo Puerto,337 Fabricación de muebles colchones y persianas,196,155,41,
2009,23 Quintana Roo,002 Felipe Carrillo Puerto,339 Otras industrias manufactureras,9,5,4,
2009,23 Quintana Roo,003 Isla Mujeres,30C  Subsectores agrupados por el principio de confidencialidad,26,23,3,
2009,23 Quintana Roo,003 Isla Mujeres,311 Industria alimentaria,49,24,25,
2009,23 Quintana Roo,003 Isla Mujeres,312 Industria de las bebidas y del tabaco,15,10,5,
2009,23 Quintana Roo,003 Isla Mujeres,314 Fabricación de productos textiles excepto prendas de vestir,7,7,0,
2009,23 Quintana Roo,003 Isla Mujeres,315 Fabricación de prendas de vestir,34,15,19,
2009,23 Quintana Roo,003 Isla Mujeres,321 Industria de la madera,8,7,1,
2009,23 Quintana Roo,003 Isla Mujeres,332 Fabricación de productos metálicos,20,18,2,
2009,23 Quintana Roo,003 Isla Mujeres,339 Otras industrias manufactureras,74,29,45,
2009,23 Quintana Roo,004 Othón P. Blanco,30C  Subsectores agrupados por el principio de confidencialidad,16,9,7,
2009,23 Quintana Roo,004 Othón P. Blanco,311 Industria alimentaria,2157,1399,758,
2009,23 Quintana Roo,004 Othón P. Blanco,312 Industria de las bebidas y del tabaco,129,96,33,
2009,23 Quintana Roo,004 Othón P. Blanco,314 Fabricación de productos textiles excepto prendas de vestir,91,38,53,
2009,23 Quintana Roo,004 Othón P. Blanco,315 Fabricación de prendas de vestir,170,70,100,
2009,23 Quintana Roo,004 Othón P. Blanco,316 Curtido y acabado de cuero y piel y fabricación de productos de cuero piel y materiales sucedáneos,5,4,1,
2009,23 Quintana Roo,004 Othón P. Blanco,321 Industria de la madera,273,219,54,
2009,23 Quintana Roo,004 Othón P. Blanco,322 Industria del papel,10,4,6,
2009,23 Quintana Roo,004 Othón P. Blanco,323 Impresión e industrias conexas,111,83,28,
2009,23 Quintana Roo,004 Othón P. Blanco,327 Fabricación de productos a base de minerales no metálicos,158,153,5,
2009,23 Quintana Roo,004 Othón P. Blanco,332 Fabricación de productos metálicos,354,316,38,
2009,23 Quintana Roo,004 Othón P. Blanco,337 Fabricación de muebles colchones y persianas,121,110,11,
2009,23 Quintana Roo,004 Othón P. Blanco,339 Otras industrias manufactureras,19,11,8,
2009,23 Quintana Roo,005 Benito Juárez,30C  Subsectores agrupados por el principio de confidencialidad,34,28,6,
2009,23 Quintana Roo,005 Benito Juárez,311 Industria alimentaria,1704,1120,584,
2009,23 Quintana Roo,005 Benito Juárez,312 Industria de las bebidas y del tabaco,1456,992,464,
2009,23 Quintana Roo,005 Benito Juárez,313 Fabricación de insumos textiles y acabado de textiles,83,54,29,
2009,23 Quintana Roo,005 Benito Juárez,314 Fabricación de productos textiles excepto prendas de vestir,139,85,54,
2009,23 Quintana Roo,005 Benito Juárez,315 Fabricación de prendas de vestir,446,218,228,
2009,23 Quintana Roo,005 Benito Juárez,321 Industria de la madera,348,326,22,
2009,23 Quintana Roo,005 Benito Juárez,322 Industria del papel,32,5,27,
2009,23 Quintana Roo,005 Benito Juárez,323 Impresión e industrias conexas,829,522,307,
2009,23 Quintana Roo,005 Benito Juárez,325 Industria química,180,137,43,
2009,23 Quintana Roo,005 Benito Juárez,326 Industria del plástico y del hule,74,60,14,
2009,23 Quintana Roo,005 Benito Juárez,327 Fabricación de productos a base de minerales no metálicos,648,586,62,
2009,23 Quintana Roo,005 Benito Juárez,332 Fabricación de productos metálicos,1150,1052,98,
2009,23 Quintana Roo,005 Benito Juárez,335 Fabricación de accesorios aparatos eléctricos y equipo de generación de energía eléctrica,54,47,7,
2009,23 Quintana Roo,005 Benito Juárez,337 Fabricación de muebles colchones y persianas,731,640,91,
2009,23 Quintana Roo,005 Benito Juárez,339 Otras industrias manufactureras,176,109,67,
2009,23 Quintana Roo,006 José María Morelos,30C  Subsectores agrupados por el principio de confidencialidad,29,14,15,
2009,23 Quintana Roo,006 José María Morelos,311 Industria alimentaria,132,61,71,
2009,23 Quintana Roo,006 José María Morelos,315 Fabricación de prendas de vestir,7,5,2,
2009,23 Quintana Roo,006 José María Morelos,321 Industria de la madera,48,45,3,
2009,23 Quintana Roo,006 José María Morelos,332 Fabricación de productos metálicos,16,15,1,
2009,23 Quintana Roo,006 José María Morelos,337 Fabricación de muebles colchones y persianas,10,9,1,
2009,23 Quintana Roo,007 Lázaro Cárdenas,30C  Subsectores agrupados por el principio de confidencialidad,16,14,2,
2009,23 Quintana Roo,007 Lázaro Cárdenas,311 Industria alimentaria,69,23,46,
2009,23 Quintana Roo,007 Lázaro Cárdenas,321 Industria de la madera,5,5,0,
2009,23 Quintana Roo,007 Lázaro Cárdenas,332 Fabricación de productos metálicos,5,5,0,
2009,23 Quintana Roo,007 Lázaro Cárdenas,337 Fabricación de muebles colchones y persianas,6,6,0,
2009,23 Quintana Roo,008 Solidaridad,30C  Subsectores agrupados por el principio de confidencialidad,18,13,5,
2009,23 Quintana Roo,008 Solidaridad,311 Industria alimentaria,352,244,108,
2009,23 Quintana Roo,008 Solidaridad,312 Industria de las bebidas y del tabaco,45,42,3,
2009,23 Quintana Roo,008 Solidaridad,314 Fabricación de productos textiles excepto prendas de vestir,19,7,12,
2009,23 Quintana Roo,008 Solidaridad,315 Fabricación de prendas de vestir,23,17,6,
2009,23 Quintana Roo,008 Solidaridad,321 Industria de la madera,57,53,4,
2009,23 Quintana Roo,008 Solidaridad,323 Impresión e industrias conexas,113,84,29,
2009,23 Quintana Roo,008 Solidaridad,327 Fabricación de productos a base de minerales no metálicos,119,111,8,
2009,23 Quintana Roo,008 Solidaridad,332 Fabricación de productos metálicos,228,206,22,
2009,23 Quintana Roo,008 Solidaridad,337 Fabricación de muebles colchones y persianas,100,96,4,
2009,23 Quintana Roo,008 Solidaridad,339 Otras industrias manufactureras,33,14,19,
2009,23 Quintana Roo,009 Tulum,30C  Subsectores agrupados por el principio de confidencialidad,11,7,4,
2009,23 Quintana Roo,009 Tulum,311 Industria alimentaria,69,34,35,
2009,23 Quintana Roo,009 Tulum,315 Fabricación de prendas de vestir,5,5,0,
2009,23 Quintana Roo,009 Tulum,321 Industria de la madera,5,5,0,
2009,23 Quintana Roo,009 Tulum,332 Fabricación de productos metálicos,36,35,1,
2009,23 Quintana Roo,009 Tulum,337 Fabricación de muebles colchones y persianas,20,20,0,
2009,24 San Luis Potosí,001 Ahualulco,30C  Subsectores agrupados por el principio de confidencialidad,40,28,12,
2009,24 San Luis Potosí,001 Ahualulco,311 Industria alimentaria,69,34,35,
2009,24 San Luis Potosí,001 Ahualulco,332 Fabricación de productos metálicos,18,16,2,
2009,24 San Luis Potosí,001 Ahualulco,337 Fabricación de muebles colchones y persianas,15,13,2,
2009,24 San Luis Potosí,002 Alaquines,30C  Subsectores agrupados por el principio de confidencialidad,10,6,4,
2009,24 San Luis Potosí,003 Aquismón,30C  Subsectores agrupados por el principio de confidencialidad,7,7,0,
2009,24 San Luis Potosí,003 Aquismón,311 Industria alimentaria,13,6,7,
2009,24 San Luis Potosí,003 Aquismón,332 Fabricación de productos metálicos,5,5,0,
2009,24 San Luis Potosí,005 Cárdenas,30C  Subsectores agrupados por el principio de confidencialidad,12,9,3,
2009,24 San Luis Potosí,005 Cárdenas,311 Industria alimentaria,83,53,30,
2009,24 San Luis Potosí,005 Cárdenas,312 Industria de las bebidas y del tabaco,21,19,2,
2009,24 San Luis Potosí,005 Cárdenas,315 Fabricación de prendas de vestir,140,31,109,
2009,24 San Luis Potosí,005 Cárdenas,321 Industria de la madera,10,7,3,
2009,24 San Luis Potosí,005 Cárdenas,327 Fabricación de productos a base de minerales no metálicos,14,13,1,
2009,24 San Luis Potosí,005 Cárdenas,332 Fabricación de productos metálicos,38,35,3,
2009,24 San Luis Potosí,006 Catorce,30C  Subsectores agrupados por el principio de confidencialidad,14,10,4,
2009,24 San Luis Potosí,006 Catorce,315 Fabricación de prendas de vestir,8,3,5,
2009,24 San Luis Potosí,006 Catorce,339 Otras industrias manufactureras,26,17,9,
2009,24 San Luis Potosí,007 Cedral,30C  Subsectores agrupados por el principio de confidencialidad,18,17,1,
2009,24 San Luis Potosí,007 Cedral,311 Industria alimentaria,128,68,60,
2009,24 San Luis Potosí,007 Cedral,315 Fabricación de prendas de vestir,233,95,138,
2009,24 San Luis Potosí,007 Cedral,321 Industria de la madera,9,9,0,
2009,24 San Luis Potosí,007 Cedral,327 Fabricación de productos a base de minerales no metálicos,13,13,0,
2009,24 San Luis Potosí,007 Cedral,332 Fabricación de productos metálicos,24,23,1,
2009,24 San Luis Potosí,008 Cerritos,30C  Subsectores agrupados por el principio de confidencialidad,24,18,6,
2009,24 San Luis Potosí,008 Cerritos,311 Industria alimentaria,156,95,61,
2009,24 San Luis Potosí,008 Cerritos,315 Fabricación de prendas de vestir,8,0,8,
2009,24 San Luis Potosí,008 Cerritos,316 Curtido y acabado de cuero y piel y fabricación de productos de cuero piel y materiales sucedáneos,9,8,1,
2009,24 San Luis Potosí,008 Cerritos,321 Industria de la madera,20,18,2,
2009,24 San Luis Potosí,008 Cerritos,323 Impresión e industrias conexas,16,9,7,
2009,24 San Luis Potosí,008 Cerritos,327 Fabricación de productos a base de minerales no metálicos,118,112,6,
2009,24 San Luis Potosí,008 Cerritos,332 Fabricación de productos metálicos,41,36,5,
2009,24 San Luis Potosí,008 Cerritos,337 Fabricación de muebles colchones y persianas,8,8,0,
2009,24 San Luis Potosí,010 Ciudad del Maíz,30C  Subsectores agrupados por el principio de confidencialidad,17,14,3,
2009,24 San Luis Potosí,010 Ciudad del Maíz,311 Industria alimentaria,74,37,37,
2009,24 San Luis Potosí,010 Ciudad del Maíz,312 Industria de las bebidas y del tabaco,18,15,3,
2009,24 San Luis Potosí,010 Ciudad del Maíz,316 Curtido y acabado de cuero y piel y fabricación de productos de cuero piel y materiales sucedáneos,11,11,0,
2009,24 San Luis Potosí,010 Ciudad del Maíz,321 Industria de la madera,22,20,2,
2009,24 San Luis Potosí,010 Ciudad del Maíz,332 Fabricación de productos metálicos,19,19,0,
2009,24 San Luis Potosí,011 Ciudad Fernández,30C  Subsectores agrupados por el principio de confidencialidad,7,2,5,
2009,24 San Luis Potosí,011 Ciudad Fernández,311 Industria alimentaria,248,124,124,
2009,24 San Luis Potosí,011 Ciudad Fernández,312 Industria de las bebidas y del tabaco,66,54,12,
2009,24 San Luis Potosí,011 Ciudad Fernández,315 Fabricación de prendas de vestir,15,1,14,
2009,24 San Luis Potosí,011 Ciudad Fernández,321 Industria de la madera,30,26,4,
2009,24 San Luis Potosí,011 Ciudad Fernández,327 Fabricación de productos a base de minerales no metálicos,155,146,9,
2009,24 San Luis Potosí,011 Ciudad Fernández,332 Fabricación de productos metálicos,61,61,0,
2009,24 San Luis Potosí,011 Ciudad Fernández,337 Fabricación de muebles colchones y persianas,23,22,1,
2009,24 San Luis Potosí,012 Tancanhuitz,30C  Subsectores agrupados por el principio de confidencialidad,6,4,2,
2009,24 San Luis Potosí,012 Tancanhuitz,311 Industria alimentaria,30,13,17,
2009,24 San Luis Potosí,012 Tancanhuitz,315 Fabricación de prendas de vestir,4,3,1,
2009,24 San Luis Potosí,012 Tancanhuitz,332 Fabricación de productos metálicos,8,8,0,
2009,24 San Luis Potosí,013 Ciudad Valles,30C  Subsectores agrupados por el principio de confidencialidad,75,62,13,
2009,24 San Luis Potosí,013 Ciudad Valles,311 Industria alimentaria,1811,1347,464,
2009,24 San Luis Potosí,013 Ciudad Valles,312 Industria de las bebidas y del tabaco,235,155,80,
2009,24 San Luis Potosí,013 Ciudad Valles,314 Fabricación de productos textiles excepto prendas de vestir,26,20,6,
2009,24 San Luis Potosí,013 Ciudad Valles,315 Fabricación de prendas de vestir,643,274,369,
2009,24 San Luis Potosí,013 Ciudad Valles,321 Industria de la madera,54,51,3,
2009,24 San Luis Potosí,013 Ciudad Valles,322 Industria del papel,20,5,15,
2009,24 San Luis Potosí,013 Ciudad Valles,323 Impresión e industrias conexas,121,96,25,
2009,24 San Luis Potosí,013 Ciudad Valles,325 Industria química,10,8,2,
2009,24 San Luis Potosí,013 Ciudad Valles,327 Fabricación de productos a base de minerales no metálicos,300,275,25,
2009,24 San Luis Potosí,013 Ciudad Valles,332 Fabricación de productos metálicos,440,409,31,
2009,24 San Luis Potosí,013 Ciudad Valles,337 Fabricación de muebles colchones y persianas,78,69,9,
2009,24 San Luis Potosí,013 Ciudad Valles,339 Otras industrias manufactureras,45,23,22,
2009,24 San Luis Potosí,014 Coxcatlán,30C  Subsectores agrupados por el principio de confidencialidad,16,15,1,
2009,24 San Luis Potosí,014 Coxcatlán,311 Industria alimentaria,29,16,13,
2009,24 San Luis Potosí,015 Charcas,30C  Subsectores agrupados por el principio de confidencialidad,822,372,450,
2009,24 San Luis Potosí,015 Charcas,311 Industria alimentaria,78,55,23,
2009,24 San Luis Potosí,015 Charcas,327 Fabricación de productos a base de minerales no metálicos,7,7,0,
2009,24 San Luis Potosí,015 Charcas,332 Fabricación de productos metálicos,11,9,2,
2009,24 San Luis Potosí,015 Charcas,337 Fabricación de muebles colchones y persianas,4,4,0,
2009,24 San Luis Potosí,016 Ebano,30C  Subsectores agrupados por el principio de confidencialidad,392,167,225,
2009,24 San Luis Potosí,016 Ebano,311 Industria alimentaria,232,127,105,
2009,24 San Luis Potosí,016 Ebano,312 Industria de las bebidas y del tabaco,80,70,10,
2009,24 San Luis Potosí,016 Ebano,321 Industria de la madera,13,13,0,
2009,24 San Luis Potosí,016 Ebano,323 Impresión e industrias conexas,9,6,3,
2009,24 San Luis Potosí,016 Ebano,327 Fabricación de productos a base de minerales no metálicos,20,19,1,
2009,24 San Luis Potosí,016 Ebano,332 Fabricación de productos metálicos,47,47,0,
2009,24 San Luis Potosí,016 Ebano,337 Fabricación de muebles colchones y persianas,17,17,0,
2009,24 San Luis Potosí,017 Guadalcázar,30C  Subsectores agrupados por el principio de confidencialidad,7,5,2,
2009,24 San Luis Potosí,017 Guadalcázar,311 Industria alimentaria,9,5,4,
2009,24 San Luis Potosí,017 Guadalcázar,332 Fabricación de productos metálicos,6,6,0,
2009,24 San Luis Potosí,018 Huehuetlán,30C  Subsectores agrupados por el principio de confidencialidad,4,4,0,
2009,24 San Luis Potosí,018 Huehuetlán,311 Industria alimentaria,203,164,39,
2009,24 San Luis Potosí,020 Matehuala,30C  Subsectores agrupados por el principio de confidencialidad,1722,654,1068,
2009,24 San Luis Potosí,020 Matehuala,311 Industria alimentaria,905,518,387,
2009,24 San Luis Potosí,020 Matehuala,312 Industria de las bebidas y del tabaco,304,269,35,
2009,24 San Luis Potosí,020 Matehuala,314 Fabricación de productos textiles excepto prendas de vestir,478,384,94,
2009,24 San Luis Potosí,020 Matehuala,315 Fabricación de prendas de vestir,742,269,473,
2009,24 San Luis Potosí,020 Matehuala,316 Curtido y acabado de cuero y piel y fabricación de productos de cuero piel y materiales sucedáneos,6,6,0,
2009,24 San Luis Potosí,020 Matehuala,321 Industria de la madera,50,47,3,
2009,24 San Luis Potosí,020 Matehuala,322 Industria del papel,19,12,7,
2009,24 San Luis Potosí,020 Matehuala,323 Impresión e industrias conexas,77,46,31,
2009,24 San Luis Potosí,020 Matehuala,326 Industria del plástico y del hule,10,2,8,
2009,24 San Luis Potosí,020 Matehuala,327 Fabricación de productos a base de minerales no metálicos,62,56,6,
2009,24 San Luis Potosí,020 Matehuala,332 Fabricación de productos metálicos,264,248,16,
2009,24 San Luis Potosí,020 Matehuala,336 Fabricación de equipo de transporte,1154,644,510,
2009,24 San Luis Potosí,020 Matehuala,337 Fabricación de muebles colchones y persianas,50,48,2,
2009,24 San Luis Potosí,020 Matehuala,339 Otras industrias manufactureras,37,21,16,
2009,24 San Luis Potosí,021 Mexquitic de Carmona,30C  Subsectores agrupados por el principio de confidencialidad,58,24,34,
2009,24 San Luis Potosí,021 Mexquitic de Carmona,311 Industria alimentaria,12,7,5,
2009,24 San Luis Potosí,022 Moctezuma,30C  Subsectores agrupados por el principio de confidencialidad,142,106,36,
2009,24 San Luis Potosí,022 Moctezuma,311 Industria alimentaria,60,36,24,
2009,24 San Luis Potosí,022 Moctezuma,332 Fabricación de productos metálicos,16,16,0,
2009,24 San Luis Potosí,023 Rayón,30C  Subsectores agrupados por el principio de confidencialidad,9,8,1,
2009,24 San Luis Potosí,023 Rayón,311 Industria alimentaria,75,36,39,
2009,24 San Luis Potosí,023 Rayón,321 Industria de la madera,7,7,0,
2009,24 San Luis Potosí,023 Rayón,327 Fabricación de productos a base de minerales no metálicos,8,6,2,
2009,24 San Luis Potosí,023 Rayón,332 Fabricación de productos metálicos,15,13,2,
2009,24 San Luis Potosí,024 Rioverde,30C  Subsectores agrupados por el principio de confidencialidad,72,27,45,
2009,24 San Luis Potosí,024 Rioverde,311 Industria alimentaria,360,182,178,
2009,24 San Luis Potosí,024 Rioverde,312 Industria de las bebidas y del tabaco,73,57,16,
2009,24 San Luis Potosí,024 Rioverde,315 Fabricación de prendas de vestir,27,7,20,
2009,24 San Luis Potosí,024 Rioverde,316 Curtido y acabado de cuero y piel y fabricación de productos de cuero piel y materiales sucedáneos,17,10,7,
2009,24 San Luis Potosí,024 Rioverde,321 Industria de la madera,34,34,0,
2009,24 San Luis Potosí,024 Rioverde,323 Impresión e industrias conexas,46,36,10,
2009,24 San Luis Potosí,024 Rioverde,327 Fabricación de productos a base de minerales no metálicos,31,29,2,
2009,24 San Luis Potosí,024 Rioverde,332 Fabricación de productos metálicos,112,107,5,
2009,24 San Luis Potosí,024 Rioverde,337 Fabricación de muebles colchones y persianas,79,72,7,
2009,24 San Luis Potosí,024 Rioverde,339 Otras industrias manufactureras,18,4,14,
2009,24 San Luis Potosí,025 Salinas,30C  Subsectores agrupados por el principio de confidencialidad,339,202,137,
2009,24 San Luis Potosí,025 Salinas,311 Industria alimentaria,123,60,63,
2009,24 San Luis Potosí,025 Salinas,312 Industria de las bebidas y del tabaco,12,10,2,
2009,24 San Luis Potosí,025 Salinas,321 Industria de la madera,9,9,0,
2009,24 San Luis Potosí,025 Salinas,323 Impresión e industrias conexas,11,2,9,
2009,24 San Luis Potosí,025 Salinas,327 Fabricación de productos a base de minerales no metálicos,7,5,2,
2009,24 San Luis Potosí,025 Salinas,332 Fabricación de productos metálicos,37,37,0,
2009,24 San Luis Potosí,025 Salinas,337 Fabricación de muebles colchones y persianas,6,6,0,
2009,24 San Luis Potosí,026 San Antonio,30C  Subsectores agrupados por el principio de confidencialidad,5,3,2,
2009,24 San Luis Potosí,027 San Ciro de Acosta,30C  Subsectores agrupados por el principio de confidencialidad,14,10,4,
2009,24 San Luis Potosí,027 San Ciro de Acosta,311 Industria alimentaria,48,29,19,
2009,24 San Luis Potosí,027 San Ciro de Acosta,327 Fabricación de productos a base de minerales no metálicos,12,12,0,
2009,24 San Luis Potosí,027 San Ciro de Acosta,332 Fabricación de productos metálicos,30,30,0,
2009,24 San Luis Potosí,027 San Ciro de Acosta,337 Fabricación de muebles colchones y persianas,10,10,0,
2009,24 San Luis Potosí,028 San Luis Potosí,311 Industria alimentaria,11020,6024,4996,
2009,24 San Luis Potosí,028 San Luis Potosí,312 Industria de las bebidas y del tabaco,1563,1138,425,
2009,24 San Luis Potosí,028 San Luis Potosí,313 Fabricación de insumos textiles y acabado de textiles,698,540,158,
2009,24 San Luis Potosí,028 San Luis Potosí,314 Fabricación de productos textiles excepto prendas de vestir,602,255,347,
2009,24 San Luis Potosí,028 San Luis Potosí,315 Fabricación de prendas de vestir,1068,306,762,
2009,24 San Luis Potosí,028 San Luis Potosí,316 Curtido y acabado de cuero y piel y fabricación de productos de cuero piel y materiales sucedáneos,231,139,92,
2009,24 San Luis Potosí,028 San Luis Potosí,321 Industria de la madera,959,857,102,
2009,24 San Luis Potosí,028 San Luis Potosí,322 Industria del papel,3403,2466,937,
2009,24 San Luis Potosí,028 San Luis Potosí,323 Impresión e industrias conexas,1511,933,578,
2009,24 San Luis Potosí,028 San Luis Potosí,324 Fabricación de productos derivados del petróleo y del carbón,48,39,9,
2009,24 San Luis Potosí,028 San Luis Potosí,325 Industria química,1414,1013,401,
2009,24 San Luis Potosí,028 San Luis Potosí,326 Industria del plástico y del hule,4637,2878,1759,
2009,24 San Luis Potosí,028 San Luis Potosí,327 Fabricación de productos a base de minerales no metálicos,3916,3266,650,
2009,24 San Luis Potosí,028 San Luis Potosí,331 Industrias metálicas básicas,7939,7272,667,
2009,24 San Luis Potosí,028 San Luis Potosí,332 Fabricación de productos metálicos,5765,4829,936,
2009,24 San Luis Potosí,028 San Luis Potosí,333 Fabricación de maquinaria y equipo,3371,2684,687,
2009,24 San Luis Potosí,028 San Luis Potosí,334 Fabricación de equipo de computación comunicación medición y de otros equipos componentes y accesorios electrónicos,734,437,297,
2009,24 San Luis Potosí,028 San Luis Potosí,335 Fabricación de accesorios aparatos eléctricos y equipo de generación de energía eléctrica,8426,5167,3259,
2009,24 San Luis Potosí,028 San Luis Potosí,336 Fabricación de equipo de transporte,18239,10512,7727,
2009,24 San Luis Potosí,028 San Luis Potosí,337 Fabricación de muebles colchones y persianas,1862,1398,464,
2009,24 San Luis Potosí,028 San Luis Potosí,339 Otras industrias manufactureras,1034,724,310,
2009,24 San Luis Potosí,029 San Martín Chalchicuautla,30C  Subsectores agrupados por el principio de confidencialidad,10,7,3,
2009,24 San Luis Potosí,029 San Martín Chalchicuautla,311 Industria alimentaria,29,19,10,
2009,24 San Luis Potosí,029 San Martín Chalchicuautla,337 Fabricación de muebles colchones y persianas,9,9,0,
2009,24 San Luis Potosí,032 Santa María del Río,30C  Subsectores agrupados por el principio de confidencialidad,24,15,9,
2009,24 San Luis Potosí,032 Santa María del Río,311 Industria alimentaria,159,81,78,
2009,24 San Luis Potosí,032 Santa María del Río,312 Industria de las bebidas y del tabaco,46,46,0,
2009,24 San Luis Potosí,032 Santa María del Río,314 Fabricación de productos textiles excepto prendas de vestir,47,7,40,
2009,24 San Luis Potosí,032 Santa María del Río,315 Fabricación de prendas de vestir,7,1,6,
