Instituto Nacional de Estadística y Geografía,,,,,,,
INEGI. Censos Económicos 2014. Resultados definitivos,,,,,,,
Fecha de consulta: 26/08/2021 05:04:19 a. m.,,,,,,,
,,,,,,,
Año Censal,Entidad,Municipio,Actividad Económica,H001A Personal ocupado total,"H001B Personal ocupado total, hombres","H001C Personal ocupado total, mujeres",
2014,14 Jalisco,025 Colotlán,321 Industria de la madera,13,13,0,
2014,14 Jalisco,025 Colotlán,323 Impresión e industrias conexas,10,4,6,
2014,14 Jalisco,025 Colotlán,327 Fabricación de productos a base de minerales no metálicos,35,31,4,
2014,14 Jalisco,025 Colotlán,332 Fabricación de productos metálicos,22,20,2,
2014,14 Jalisco,026 Concepción de Buenos Aires,311 Industria alimentaria,74,44,30,
2014,14 Jalisco,026 Concepción de Buenos Aires,312 Industria de las bebidas y del tabaco,14,7,7,
2014,14 Jalisco,026 Concepción de Buenos Aires,31C  Subsectores agrupados por el principio de confidencialidad,26,14,12,
2014,14 Jalisco,026 Concepción de Buenos Aires,321 Industria de la madera,26,26,0,
2014,14 Jalisco,026 Concepción de Buenos Aires,337 Fabricación de muebles colchones y persianas,26,21,5,
2014,14 Jalisco,027 Cuautitlán de García Barragán,311 Industria alimentaria,27,9,18,
2014,14 Jalisco,027 Cuautitlán de García Barragán,31C  Subsectores agrupados por el principio de confidencialidad,13,12,1,
2014,14 Jalisco,028 Cuautla,311 Industria alimentaria,12,5,7,
2014,14 Jalisco,028 Cuautla,31C  Subsectores agrupados por el principio de confidencialidad,11,11,0,
2014,14 Jalisco,029 Cuquío,311 Industria alimentaria,39,16,23,
2014,14 Jalisco,029 Cuquío,31C  Subsectores agrupados por el principio de confidencialidad,81,75,6,
2014,14 Jalisco,029 Cuquío,332 Fabricación de productos metálicos,16,16,0,
2014,14 Jalisco,030 Chapala,311 Industria alimentaria,457,256,201,
2014,14 Jalisco,030 Chapala,312 Industria de las bebidas y del tabaco,115,103,12,
2014,14 Jalisco,030 Chapala,314 Fabricación de productos textiles excepto prendas de vestir,11,2,9,
2014,14 Jalisco,030 Chapala,315 Fabricación de prendas de vestir,17,1,16,
2014,14 Jalisco,030 Chapala,31C  Subsectores agrupados por el principio de confidencialidad,9,4,5,
2014,14 Jalisco,030 Chapala,321 Industria de la madera,26,25,1,
2014,14 Jalisco,030 Chapala,323 Impresión e industrias conexas,11,7,4,
2014,14 Jalisco,030 Chapala,327 Fabricación de productos a base de minerales no metálicos,40,39,1,
2014,14 Jalisco,030 Chapala,332 Fabricación de productos metálicos,103,103,0,
2014,14 Jalisco,030 Chapala,337 Fabricación de muebles colchones y persianas,65,54,11,
2014,14 Jalisco,030 Chapala,339 Otras industrias manufactureras,28,9,19,
2014,14 Jalisco,032 Chiquilistlán,311 Industria alimentaria,36,20,16,
2014,14 Jalisco,032 Chiquilistlán,31C  Subsectores agrupados por el principio de confidencialidad,7,2,5,
2014,14 Jalisco,032 Chiquilistlán,332 Fabricación de productos metálicos,8,8,0,
2014,14 Jalisco,032 Chiquilistlán,337 Fabricación de muebles colchones y persianas,8,7,1,
2014,14 Jalisco,033 Degollado,311 Industria alimentaria,143,86,57,
2014,14 Jalisco,033 Degollado,315 Fabricación de prendas de vestir,24,9,15,
2014,14 Jalisco,033 Degollado,31C  Subsectores agrupados por el principio de confidencialidad,35,34,1,
2014,14 Jalisco,033 Degollado,321 Industria de la madera,14,14,0,
2014,14 Jalisco,033 Degollado,327 Fabricación de productos a base de minerales no metálicos,270,245,25,
2014,14 Jalisco,033 Degollado,332 Fabricación de productos metálicos,59,56,3,
2014,14 Jalisco,033 Degollado,337 Fabricación de muebles colchones y persianas,17,16,1,
2014,14 Jalisco,033 Degollado,339 Otras industrias manufactureras,4,2,2,
2014,14 Jalisco,034 Ejutla,31C  Subsectores agrupados por el principio de confidencialidad,12,4,8,
2014,14 Jalisco,034 Ejutla,332 Fabricación de productos metálicos,4,4,0,
2014,14 Jalisco,035 Encarnación de Díaz,311 Industria alimentaria,363,251,112,
2014,14 Jalisco,035 Encarnación de Díaz,312 Industria de las bebidas y del tabaco,21,19,2,
2014,14 Jalisco,035 Encarnación de Díaz,315 Fabricación de prendas de vestir,440,122,318,
2014,14 Jalisco,035 Encarnación de Díaz,316 Curtido y acabado de cuero y piel y fabricación de productos de cuero piel y materiales sucedáneos,95,48,47,
2014,14 Jalisco,035 Encarnación de Díaz,31C  Subsectores agrupados por el principio de confidencialidad,34,27,7,
2014,14 Jalisco,035 Encarnación de Díaz,321 Industria de la madera,26,25,1,
2014,14 Jalisco,035 Encarnación de Díaz,323 Impresión e industrias conexas,8,4,4,
2014,14 Jalisco,035 Encarnación de Díaz,327 Fabricación de productos a base de minerales no metálicos,103,103,0,
2014,14 Jalisco,035 Encarnación de Díaz,332 Fabricación de productos metálicos,87,85,2,
2014,14 Jalisco,035 Encarnación de Díaz,337 Fabricación de muebles colchones y persianas,11,10,1,
2014,14 Jalisco,036 Etzatlán,311 Industria alimentaria,154,64,90,
2014,14 Jalisco,036 Etzatlán,312 Industria de las bebidas y del tabaco,16,12,4,
2014,14 Jalisco,036 Etzatlán,315 Fabricación de prendas de vestir,36,23,13,
2014,14 Jalisco,036 Etzatlán,316 Curtido y acabado de cuero y piel y fabricación de productos de cuero piel y materiales sucedáneos,12,12,0,
2014,14 Jalisco,036 Etzatlán,31C  Subsectores agrupados por el principio de confidencialidad,6,0,6,
2014,14 Jalisco,036 Etzatlán,321 Industria de la madera,17,17,0,
2014,14 Jalisco,036 Etzatlán,323 Impresión e industrias conexas,5,4,1,
2014,14 Jalisco,036 Etzatlán,327 Fabricación de productos a base de minerales no metálicos,24,22,2,
2014,14 Jalisco,036 Etzatlán,332 Fabricación de productos metálicos,26,26,0,
2014,14 Jalisco,036 Etzatlán,337 Fabricación de muebles colchones y persianas,125,119,6,
2014,14 Jalisco,037 El Grullo,311 Industria alimentaria,179,102,77,
2014,14 Jalisco,037 El Grullo,312 Industria de las bebidas y del tabaco,60,48,12,
2014,14 Jalisco,037 El Grullo,315 Fabricación de prendas de vestir,24,3,21,
2014,14 Jalisco,037 El Grullo,316 Curtido y acabado de cuero y piel y fabricación de productos de cuero piel y materiales sucedáneos,6,5,1,
2014,14 Jalisco,037 El Grullo,31C  Subsectores agrupados por el principio de confidencialidad,6,3,3,
2014,14 Jalisco,037 El Grullo,321 Industria de la madera,16,13,3,
2014,14 Jalisco,037 El Grullo,322 Industria del papel,10,6,4,
2014,14 Jalisco,037 El Grullo,323 Impresión e industrias conexas,9,7,2,
2014,14 Jalisco,037 El Grullo,327 Fabricación de productos a base de minerales no metálicos,25,20,5,
2014,14 Jalisco,037 El Grullo,332 Fabricación de productos metálicos,86,77,9,
2014,14 Jalisco,037 El Grullo,337 Fabricación de muebles colchones y persianas,37,32,5,
2014,14 Jalisco,037 El Grullo,339 Otras industrias manufactureras,14,11,3,
2014,14 Jalisco,038 Guachinango,311 Industria alimentaria,20,3,17,
2014,14 Jalisco,038 Guachinango,31C  Subsectores agrupados por el principio de confidencialidad,9,7,2,
2014,14 Jalisco,039 Guadalajara,311 Industria alimentaria,25890,17505,8385,
2014,14 Jalisco,039 Guadalajara,312 Industria de las bebidas y del tabaco,4392,3396,996,
2014,14 Jalisco,039 Guadalajara,313 Fabricación de insumos textiles y acabado de textiles,443,326,117,
2014,14 Jalisco,039 Guadalajara,314 Fabricación de productos textiles excepto prendas de vestir,1156,669,487,
2014,14 Jalisco,039 Guadalajara,315 Fabricación de prendas de vestir,3695,1148,2547,
2014,14 Jalisco,039 Guadalajara,316 Curtido y acabado de cuero y piel y fabricación de productos de cuero piel y materiales sucedáneos,12410,6542,5868,
2014,14 Jalisco,039 Guadalajara,321 Industria de la madera,843,744,99,
2014,14 Jalisco,039 Guadalajara,322 Industria del papel,1339,872,467,
2014,14 Jalisco,039 Guadalajara,323 Impresión e industrias conexas,5199,3493,1706,
2014,14 Jalisco,039 Guadalajara,324 Fabricación de productos derivados del petróleo y del carbón,185,145,40,
2014,14 Jalisco,039 Guadalajara,325 Industria química,11477,7039,4438,
2014,14 Jalisco,039 Guadalajara,326 Industria del plástico y del hule,8177,5188,2989,
2014,14 Jalisco,039 Guadalajara,327 Fabricación de productos a base de minerales no metálicos,1219,1001,218,
2014,14 Jalisco,039 Guadalajara,331 Industrias metálicas básicas,2565,2354,211,
2014,14 Jalisco,039 Guadalajara,332 Fabricación de productos metálicos,12414,10045,2369,
2014,14 Jalisco,039 Guadalajara,333 Fabricación de maquinaria y equipo,2407,1974,433,
2014,14 Jalisco,039 Guadalajara,334 Fabricación de equipo de computación comunicación medición y de otros equipos componentes y accesorios electrónicos,713,248,465,
2014,14 Jalisco,039 Guadalajara,335 Fabricación de accesorios aparatos eléctricos y equipo de generación de energía eléctrica,1099,827,272,
2014,14 Jalisco,039 Guadalajara,336 Fabricación de equipo de transporte,1806,1371,435,
2014,14 Jalisco,039 Guadalajara,337 Fabricación de muebles colchones y persianas,4995,3997,998,
2014,14 Jalisco,039 Guadalajara,339 Otras industrias manufactureras,6521,4187,2334,
2014,14 Jalisco,040 Hostotipaquillo,311 Industria alimentaria,34,11,23,
2014,14 Jalisco,040 Hostotipaquillo,31C  Subsectores agrupados por el principio de confidencialidad,49,45,4,
2014,14 Jalisco,041 Huejúcar,311 Industria alimentaria,41,23,18,
2014,14 Jalisco,041 Huejúcar,315 Fabricación de prendas de vestir,4,2,2,
2014,14 Jalisco,041 Huejúcar,31C  Subsectores agrupados por el principio de confidencialidad,60,35,25,
2014,14 Jalisco,041 Huejúcar,321 Industria de la madera,5,5,0,
2014,14 Jalisco,041 Huejúcar,327 Fabricación de productos a base de minerales no metálicos,10,10,0,
2014,14 Jalisco,041 Huejúcar,332 Fabricación de productos metálicos,27,26,1,
2014,14 Jalisco,041 Huejúcar,337 Fabricación de muebles colchones y persianas,11,11,0,
2014,14 Jalisco,042 Huejuquilla el Alto,311 Industria alimentaria,49,23,26,
2014,14 Jalisco,042 Huejuquilla el Alto,316 Curtido y acabado de cuero y piel y fabricación de productos de cuero piel y materiales sucedáneos,7,6,1,
2014,14 Jalisco,042 Huejuquilla el Alto,31C  Subsectores agrupados por el principio de confidencialidad,12,4,8,
2014,14 Jalisco,042 Huejuquilla el Alto,327 Fabricación de productos a base de minerales no metálicos,11,11,0,
2014,14 Jalisco,042 Huejuquilla el Alto,332 Fabricación de productos metálicos,15,15,0,
2014,14 Jalisco,042 Huejuquilla el Alto,337 Fabricación de muebles colchones y persianas,16,15,1,
2014,14 Jalisco,042 Huejuquilla el Alto,339 Otras industrias manufactureras,65,22,43,
2014,14 Jalisco,043 La Huerta,311 Industria alimentaria,103,45,58,
2014,14 Jalisco,043 La Huerta,312 Industria de las bebidas y del tabaco,22,15,7,
2014,14 Jalisco,043 La Huerta,315 Fabricación de prendas de vestir,9,1,8,
2014,14 Jalisco,043 La Huerta,316 Curtido y acabado de cuero y piel y fabricación de productos de cuero piel y materiales sucedáneos,10,8,2,
2014,14 Jalisco,043 La Huerta,31C  Subsectores agrupados por el principio de confidencialidad,7,6,1,
2014,14 Jalisco,043 La Huerta,321 Industria de la madera,31,30,1,
2014,14 Jalisco,043 La Huerta,327 Fabricación de productos a base de minerales no metálicos,39,28,11,
2014,14 Jalisco,043 La Huerta,332 Fabricación de productos metálicos,31,31,0,
2014,14 Jalisco,043 La Huerta,337 Fabricación de muebles colchones y persianas,62,61,1,
2014,14 Jalisco,044 Ixtlahuacán de los Membrillos,311 Industria alimentaria,320,239,81,
2014,14 Jalisco,044 Ixtlahuacán de los Membrillos,312 Industria de las bebidas y del tabaco,225,192,33,
2014,14 Jalisco,044 Ixtlahuacán de los Membrillos,315 Fabricación de prendas de vestir,7,1,6,
2014,14 Jalisco,044 Ixtlahuacán de los Membrillos,31C  Subsectores agrupados por el principio de confidencialidad,2264,1838,426,
2014,14 Jalisco,044 Ixtlahuacán de los Membrillos,321 Industria de la madera,18,15,3,
2014,14 Jalisco,044 Ixtlahuacán de los Membrillos,327 Fabricación de productos a base de minerales no metálicos,41,39,2,
2014,14 Jalisco,044 Ixtlahuacán de los Membrillos,332 Fabricación de productos metálicos,615,593,22,
2014,14 Jalisco,045 Ixtlahuacán del Río,311 Industria alimentaria,70,44,26,
2014,14 Jalisco,045 Ixtlahuacán del Río,31C  Subsectores agrupados por el principio de confidencialidad,37,13,24,
2014,14 Jalisco,045 Ixtlahuacán del Río,321 Industria de la madera,24,11,13,
2014,14 Jalisco,045 Ixtlahuacán del Río,332 Fabricación de productos metálicos,33,33,0,
2014,14 Jalisco,045 Ixtlahuacán del Río,337 Fabricación de muebles colchones y persianas,61,49,12,
2014,14 Jalisco,046 Jalostotitlán,311 Industria alimentaria,319,243,76,
2014,14 Jalisco,046 Jalostotitlán,312 Industria de las bebidas y del tabaco,74,70,4,
2014,14 Jalisco,046 Jalostotitlán,314 Fabricación de productos textiles excepto prendas de vestir,5,3,2,
2014,14 Jalisco,046 Jalostotitlán,315 Fabricación de prendas de vestir,203,43,160,
2014,14 Jalisco,046 Jalostotitlán,316 Curtido y acabado de cuero y piel y fabricación de productos de cuero piel y materiales sucedáneos,313,208,105,
2014,14 Jalisco,046 Jalostotitlán,31C  Subsectores agrupados por el principio de confidencialidad,11,9,2,
2014,14 Jalisco,046 Jalostotitlán,321 Industria de la madera,65,60,5,
2014,14 Jalisco,046 Jalostotitlán,327 Fabricación de productos a base de minerales no metálicos,5,5,0,
2014,14 Jalisco,046 Jalostotitlán,332 Fabricación de productos metálicos,91,86,5,
2014,14 Jalisco,046 Jalostotitlán,337 Fabricación de muebles colchones y persianas,15,15,0,
2014,14 Jalisco,047 Jamay,311 Industria alimentaria,252,129,123,
2014,14 Jalisco,047 Jamay,312 Industria de las bebidas y del tabaco,18,14,4,
2014,14 Jalisco,047 Jamay,315 Fabricación de prendas de vestir,10,1,9,
2014,14 Jalisco,047 Jamay,31C  Subsectores agrupados por el principio de confidencialidad,117,78,39,
2014,14 Jalisco,047 Jamay,321 Industria de la madera,21,16,5,
2014,14 Jalisco,047 Jamay,327 Fabricación de productos a base de minerales no metálicos,25,22,3,
2014,14 Jalisco,047 Jamay,332 Fabricación de productos metálicos,45,43,2,
2014,14 Jalisco,047 Jamay,337 Fabricación de muebles colchones y persianas,43,37,6,
2014,14 Jalisco,047 Jamay,339 Otras industrias manufactureras,7,3,4,
2014,14 Jalisco,048 Jesús María,311 Industria alimentaria,50,33,17,
2014,14 Jalisco,048 Jesús María,316 Curtido y acabado de cuero y piel y fabricación de productos de cuero piel y materiales sucedáneos,691,209,482,
2014,14 Jalisco,048 Jesús María,31C  Subsectores agrupados por el principio de confidencialidad,332,150,182,
2014,14 Jalisco,048 Jesús María,321 Industria de la madera,6,6,0,
2014,14 Jalisco,048 Jesús María,323 Impresión e industrias conexas,7,2,5,
2014,14 Jalisco,048 Jesús María,327 Fabricación de productos a base de minerales no metálicos,6,6,0,
2014,14 Jalisco,048 Jesús María,332 Fabricación de productos metálicos,33,33,0,
2014,14 Jalisco,048 Jesús María,337 Fabricación de muebles colchones y persianas,22,18,4,
2014,14 Jalisco,048 Jesús María,339 Otras industrias manufactureras,8,5,3,
2014,14 Jalisco,049 Jilotlán de los Dolores,31C  Subsectores agrupados por el principio de confidencialidad,12,7,5,
2014,14 Jalisco,050 Jocotepec,311 Industria alimentaria,225,125,100,
2014,14 Jalisco,050 Jocotepec,312 Industria de las bebidas y del tabaco,19,13,6,
2014,14 Jalisco,050 Jocotepec,315 Fabricación de prendas de vestir,47,7,40,
2014,14 Jalisco,050 Jocotepec,31C  Subsectores agrupados por el principio de confidencialidad,74,38,36,
2014,14 Jalisco,050 Jocotepec,321 Industria de la madera,10,10,0,
2014,14 Jalisco,050 Jocotepec,327 Fabricación de productos a base de minerales no metálicos,31,19,12,
2014,14 Jalisco,050 Jocotepec,332 Fabricación de productos metálicos,48,46,2,
2014,14 Jalisco,050 Jocotepec,337 Fabricación de muebles colchones y persianas,84,42,42,
2014,14 Jalisco,051 Juanacatlán,311 Industria alimentaria,56,30,26,
2014,14 Jalisco,051 Juanacatlán,312 Industria de las bebidas y del tabaco,17,9,8,
2014,14 Jalisco,051 Juanacatlán,31C  Subsectores agrupados por el principio de confidencialidad,192,68,124,
2014,14 Jalisco,051 Juanacatlán,332 Fabricación de productos metálicos,15,14,1,
2014,14 Jalisco,051 Juanacatlán,337 Fabricación de muebles colchones y persianas,70,47,23,
2014,14 Jalisco,052 Juchitlán,311 Industria alimentaria,26,15,11,
2014,14 Jalisco,052 Juchitlán,31C  Subsectores agrupados por el principio de confidencialidad,88,31,57,
2014,14 Jalisco,052 Juchitlán,332 Fabricación de productos metálicos,9,9,0,
2014,14 Jalisco,052 Juchitlán,337 Fabricación de muebles colchones y persianas,10,10,0,
2014,14 Jalisco,053 Lagos de Moreno,311 Industria alimentaria,3617,2445,1172,
2014,14 Jalisco,053 Lagos de Moreno,312 Industria de las bebidas y del tabaco,35,26,9,
2014,14 Jalisco,053 Lagos de Moreno,314 Fabricación de productos textiles excepto prendas de vestir,43,11,32,
2014,14 Jalisco,053 Lagos de Moreno,315 Fabricación de prendas de vestir,1342,328,1014,
2014,14 Jalisco,053 Lagos de Moreno,316 Curtido y acabado de cuero y piel y fabricación de productos de cuero piel y materiales sucedáneos,568,371,197,
2014,14 Jalisco,053 Lagos de Moreno,31C  Subsectores agrupados por el principio de confidencialidad,1525,637,888,
2014,14 Jalisco,053 Lagos de Moreno,321 Industria de la madera,55,53,2,
2014,14 Jalisco,053 Lagos de Moreno,322 Industria del papel,21,16,5,
2014,14 Jalisco,053 Lagos de Moreno,323 Impresión e industrias conexas,60,35,25,
2014,14 Jalisco,053 Lagos de Moreno,325 Industria química,34,27,7,
2014,14 Jalisco,053 Lagos de Moreno,326 Industria del plástico y del hule,1119,581,538,
2014,14 Jalisco,053 Lagos de Moreno,327 Fabricación de productos a base de minerales no metálicos,242,203,39,
2014,14 Jalisco,053 Lagos de Moreno,331 Industrias metálicas básicas,59,56,3,
2014,14 Jalisco,053 Lagos de Moreno,332 Fabricación de productos metálicos,404,375,29,
2014,14 Jalisco,053 Lagos de Moreno,333 Fabricación de maquinaria y equipo,583,481,102,
2014,14 Jalisco,053 Lagos de Moreno,337 Fabricación de muebles colchones y persianas,242,175,67,
2014,14 Jalisco,053 Lagos de Moreno,339 Otras industrias manufactureras,101,70,31,
2014,14 Jalisco,054 El Limón,311 Industria alimentaria,17,11,6,
2014,14 Jalisco,054 El Limón,31C  Subsectores agrupados por el principio de confidencialidad,9,8,1,
2014,14 Jalisco,054 El Limón,321 Industria de la madera,5,5,0,
2014,14 Jalisco,054 El Limón,327 Fabricación de productos a base de minerales no metálicos,6,5,1,
2014,14 Jalisco,054 El Limón,332 Fabricación de productos metálicos,3,3,0,
2014,14 Jalisco,055 Magdalena,311 Industria alimentaria,113,59,54,
2014,14 Jalisco,055 Magdalena,312 Industria de las bebidas y del tabaco,20,12,8,
2014,14 Jalisco,055 Magdalena,31C  Subsectores agrupados por el principio de confidencialidad,7,6,1,
2014,14 Jalisco,055 Magdalena,322 Industria del papel,8,2,6,
2014,14 Jalisco,055 Magdalena,327 Fabricación de productos a base de minerales no metálicos,64,64,0,
2014,14 Jalisco,055 Magdalena,332 Fabricación de productos metálicos,22,22,0,
2014,14 Jalisco,055 Magdalena,337 Fabricación de muebles colchones y persianas,12,12,0,
2014,14 Jalisco,055 Magdalena,339 Otras industrias manufactureras,20,15,5,
2014,14 Jalisco,056 Santa María del Oro,31C  Subsectores agrupados por el principio de confidencialidad,9,3,6,
2014,14 Jalisco,057 La Manzanilla de la Paz,311 Industria alimentaria,37,18,19,
2014,14 Jalisco,057 La Manzanilla de la Paz,31C  Subsectores agrupados por el principio de confidencialidad,8,8,0,
2014,14 Jalisco,057 La Manzanilla de la Paz,332 Fabricación de productos metálicos,8,8,0,
2014,14 Jalisco,058 Mascota,311 Industria alimentaria,123,43,80,
2014,14 Jalisco,058 Mascota,31C  Subsectores agrupados por el principio de confidencialidad,16,8,8,
2014,14 Jalisco,058 Mascota,321 Industria de la madera,17,17,0,
2014,14 Jalisco,058 Mascota,327 Fabricación de productos a base de minerales no metálicos,44,40,4,
2014,14 Jalisco,058 Mascota,332 Fabricación de productos metálicos,26,25,1,
2014,14 Jalisco,058 Mascota,337 Fabricación de muebles colchones y persianas,24,19,5,
2014,14 Jalisco,059 Mazamitla,311 Industria alimentaria,64,13,51,
2014,14 Jalisco,059 Mazamitla,312 Industria de las bebidas y del tabaco,79,75,4,
2014,14 Jalisco,059 Mazamitla,31C  Subsectores agrupados por el principio de confidencialidad,35,22,13,
2014,14 Jalisco,059 Mazamitla,321 Industria de la madera,47,44,3,
2014,14 Jalisco,059 Mazamitla,323 Impresión e industrias conexas,5,5,0,
2014,14 Jalisco,059 Mazamitla,332 Fabricación de productos metálicos,14,14,0,
2014,14 Jalisco,059 Mazamitla,337 Fabricación de muebles colchones y persianas,8,7,1,
2014,14 Jalisco,059 Mazamitla,339 Otras industrias manufactureras,4,1,3,
2014,14 Jalisco,060 Mexticacán,311 Industria alimentaria,64,30,34,
2014,14 Jalisco,060 Mexticacán,31C  Subsectores agrupados por el principio de confidencialidad,20,9,11,
2014,14 Jalisco,060 Mexticacán,327 Fabricación de productos a base de minerales no metálicos,20,16,4,
2014,14 Jalisco,060 Mexticacán,332 Fabricación de productos metálicos,18,18,0,
2014,14 Jalisco,061 Mezquitic,311 Industria alimentaria,21,9,12,
2014,14 Jalisco,061 Mezquitic,31C  Subsectores agrupados por el principio de confidencialidad,13,11,2,
2014,14 Jalisco,061 Mezquitic,332 Fabricación de productos metálicos,12,12,0,
2014,14 Jalisco,062 Mixtlán,311 Industria alimentaria,11,6,5,
2014,14 Jalisco,062 Mixtlán,31C  Subsectores agrupados por el principio de confidencialidad,10,10,0,
2014,14 Jalisco,062 Mixtlán,321 Industria de la madera,13,11,2,
2014,14 Jalisco,063 Ocotlán,311 Industria alimentaria,820,510,310,
2014,14 Jalisco,063 Ocotlán,312 Industria de las bebidas y del tabaco,127,102,25,
2014,14 Jalisco,063 Ocotlán,314 Fabricación de productos textiles excepto prendas de vestir,18,11,7,
2014,14 Jalisco,063 Ocotlán,315 Fabricación de prendas de vestir,38,11,27,
2014,14 Jalisco,063 Ocotlán,31C  Subsectores agrupados por el principio de confidencialidad,67,27,40,
2014,14 Jalisco,063 Ocotlán,321 Industria de la madera,66,56,10,
2014,14 Jalisco,063 Ocotlán,322 Industria del papel,31,19,12,
2014,14 Jalisco,063 Ocotlán,323 Impresión e industrias conexas,56,33,23,
2014,14 Jalisco,063 Ocotlán,325 Industria química,173,153,20,
2014,14 Jalisco,063 Ocotlán,326 Industria del plástico y del hule,45,37,8,
2014,14 Jalisco,063 Ocotlán,327 Fabricación de productos a base de minerales no metálicos,134,109,25,
2014,14 Jalisco,063 Ocotlán,332 Fabricación de productos metálicos,309,271,38,
2014,14 Jalisco,063 Ocotlán,333 Fabricación de maquinaria y equipo,19,17,2,
2014,14 Jalisco,063 Ocotlán,337 Fabricación de muebles colchones y persianas,3521,2723,798,
2014,14 Jalisco,063 Ocotlán,339 Otras industrias manufactureras,15,7,8,
2014,14 Jalisco,064 Ojuelos de Jalisco,311 Industria alimentaria,118,80,38,
2014,14 Jalisco,064 Ojuelos de Jalisco,31C  Subsectores agrupados por el principio de confidencialidad,116,24,92,
2014,14 Jalisco,064 Ojuelos de Jalisco,321 Industria de la madera,11,11,0,
2014,14 Jalisco,064 Ojuelos de Jalisco,327 Fabricación de productos a base de minerales no metálicos,79,76,3,
2014,14 Jalisco,064 Ojuelos de Jalisco,332 Fabricación de productos metálicos,60,56,4,
2014,14 Jalisco,064 Ojuelos de Jalisco,337 Fabricación de muebles colchones y persianas,15,13,2,
2014,14 Jalisco,064 Ojuelos de Jalisco,339 Otras industrias manufactureras,5,1,4,
2014,14 Jalisco,065 Pihuamo,311 Industria alimentaria,80,20,60,
2014,14 Jalisco,065 Pihuamo,312 Industria de las bebidas y del tabaco,40,38,2,
2014,14 Jalisco,065 Pihuamo,316 Curtido y acabado de cuero y piel y fabricación de productos de cuero piel y materiales sucedáneos,16,14,2,
2014,14 Jalisco,065 Pihuamo,31C  Subsectores agrupados por el principio de confidencialidad,16,10,6,
2014,14 Jalisco,065 Pihuamo,332 Fabricación de productos metálicos,21,20,1,
2014,14 Jalisco,066 Poncitlán,311 Industria alimentaria,806,331,475,
2014,14 Jalisco,066 Poncitlán,312 Industria de las bebidas y del tabaco,108,82,26,
2014,14 Jalisco,066 Poncitlán,315 Fabricación de prendas de vestir,16,5,11,
2014,14 Jalisco,066 Poncitlán,31C  Subsectores agrupados por el principio de confidencialidad,16,13,3,
2014,14 Jalisco,066 Poncitlán,321 Industria de la madera,7,7,0,
2014,14 Jalisco,066 Poncitlán,323 Impresión e industrias conexas,8,6,2,
2014,14 Jalisco,066 Poncitlán,325 Industria química,788,511,277,
2014,14 Jalisco,066 Poncitlán,326 Industria del plástico y del hule,85,80,5,
2014,14 Jalisco,066 Poncitlán,327 Fabricación de productos a base de minerales no metálicos,50,44,6,
2014,14 Jalisco,066 Poncitlán,332 Fabricación de productos metálicos,82,78,4,
2014,14 Jalisco,066 Poncitlán,337 Fabricación de muebles colchones y persianas,136,104,32,
2014,14 Jalisco,067 Puerto Vallarta,311 Industria alimentaria,1025,568,457,
2014,14 Jalisco,067 Puerto Vallarta,312 Industria de las bebidas y del tabaco,227,175,52,
2014,14 Jalisco,067 Puerto Vallarta,314 Fabricación de productos textiles excepto prendas de vestir,39,21,18,
2014,14 Jalisco,067 Puerto Vallarta,315 Fabricación de prendas de vestir,72,20,52,
2014,14 Jalisco,067 Puerto Vallarta,316 Curtido y acabado de cuero y piel y fabricación de productos de cuero piel y materiales sucedáneos,15,7,8,
2014,14 Jalisco,067 Puerto Vallarta,31C  Subsectores agrupados por el principio de confidencialidad,25,20,5,
2014,14 Jalisco,067 Puerto Vallarta,321 Industria de la madera,113,108,5,
2014,14 Jalisco,067 Puerto Vallarta,322 Industria del papel,22,2,20,
2014,14 Jalisco,067 Puerto Vallarta,323 Impresión e industrias conexas,183,128,55,
2014,14 Jalisco,067 Puerto Vallarta,325 Industria química,8,2,6,
2014,14 Jalisco,067 Puerto Vallarta,326 Industria del plástico y del hule,24,19,5,
2014,14 Jalisco,067 Puerto Vallarta,327 Fabricación de productos a base de minerales no metálicos,331,294,37,
2014,14 Jalisco,067 Puerto Vallarta,332 Fabricación de productos metálicos,434,396,38,
2014,14 Jalisco,067 Puerto Vallarta,337 Fabricación de muebles colchones y persianas,211,192,19,
2014,14 Jalisco,067 Puerto Vallarta,339 Otras industrias manufactureras,69,46,23,
2014,14 Jalisco,068 Villa Purificación,311 Industria alimentaria,79,24,55,
2014,14 Jalisco,068 Villa Purificación,31C  Subsectores agrupados por el principio de confidencialidad,16,7,9,
2014,14 Jalisco,068 Villa Purificación,332 Fabricación de productos metálicos,22,21,1,
2014,14 Jalisco,068 Villa Purificación,337 Fabricación de muebles colchones y persianas,8,8,0,
2014,14 Jalisco,069 Quitupan,31C  Subsectores agrupados por el principio de confidencialidad,13,10,3,
2014,14 Jalisco,070 El Salto,311 Industria alimentaria,3306,1701,1605,
2014,14 Jalisco,070 El Salto,312 Industria de las bebidas y del tabaco,210,99,111,
2014,14 Jalisco,070 El Salto,315 Fabricación de prendas de vestir,34,4,30,
2014,14 Jalisco,070 El Salto,316 Curtido y acabado de cuero y piel y fabricación de productos de cuero piel y materiales sucedáneos,113,71,42,
2014,14 Jalisco,070 El Salto,31C  Subsectores agrupados por el principio de confidencialidad,621,382,239,
2014,14 Jalisco,070 El Salto,321 Industria de la madera,49,43,6,
2014,14 Jalisco,070 El Salto,322 Industria del papel,2289,1920,369,
