Instituto Nacional de Estadística y Geografía,,,,,,
INEGI. Censos Económicos 2009. Resultados definitivos,,,,,,
Fecha de consulta: 26/08/2021 04:43:00 a. m.,,,,,,
,,,,,,
Entidad,Municipio,Actividad Económica,H001A Personal ocupado total,"H001B Personal ocupado total, hombres","H001C Personal ocupado total, mujeres",
21 Puebla,027 Caltepec,22     Generación transmisión y distribución de energía eléctrica suministro de agua y de gas por ductos al consumidor final ,2,1,1,
21 Puebla,027 Caltepec,31  - 33 industrias manufactureras ,3,0,3,
21 Puebla,027 Caltepec,46     Comercio al por menor ,29,9,20,
21 Puebla,027 Caltepec,56     Servicios de apoyo a los negocios y manejo de desechos y servicios de remediación ,3,0,3,
21 Puebla,027 Caltepec,72     Servicios de alojamiento temporal y de preparación de alimentos y bebidas ,1,0,1,
15 México,027 Chapultepec,22     Generación transmisión y distribución de energía eléctrica suministro de agua y de gas por ductos al consumidor final ,6,6,0,
15 México,027 Chapultepec,31  - 33 industrias manufactureras ,41,29,12,
15 México,027 Chapultepec,43     Comercio al por mayor ,12,10,2,
15 México,027 Chapultepec,46     Comercio al por menor ,204,86,118,
15 México,027 Chapultepec,53     Servicios inmobiliarios y de alquiler de bienes muebles e intangibles ,2,1,1,
15 México,027 Chapultepec,54     Servicios profesionales científicos y técnicos ,4,2,2,
15 México,027 Chapultepec,56     Servicios de apoyo a los negocios y manejo de desechos y servicios de remediación ,4,1,3,
15 México,027 Chapultepec,61     Servicios educativos ,16,7,9,
15 México,027 Chapultepec,62     Servicios de salud y de asistencia social ,6,1,5,
15 México,027 Chapultepec,71     Servicios de esparcimiento culturales y deportivos y otros servicios recreativos ,2,1,1,
15 México,027 Chapultepec,72     Servicios de alojamiento temporal y de preparación de alimentos y bebidas ,30,13,17,
15 México,027 Chapultepec,81     Otros servicios excepto actividades gubernamentales ,61,51,10,
07 Chiapas,027 Chiapa de corzo,11     Agricultura cría y explotación de animales aprovechamiento forestal pesca y caza (sólo pesca acuicultura y servicios relacionados con las actividades agropecuarias y forestales) ,137,137,0,
07 Chiapas,027 Chiapa de corzo,21     Minería ,163,162,1,
07 Chiapas,027 Chiapa de corzo,22     Generación transmisión y distribución de energía eléctrica suministro de agua y de gas por ductos al consumidor final ,32,32,0,
07 Chiapas,027 Chiapa de corzo,23     Construcción ,59,51,8,
07 Chiapas,027 Chiapa de corzo,31  - 33 industrias manufactureras ,1045,825,220,
07 Chiapas,027 Chiapa de corzo,43     Comercio al por mayor ,142,114,28,
07 Chiapas,027 Chiapa de corzo,46     Comercio al por menor ,1505,615,890,
07 Chiapas,027 Chiapa de corzo,48  - 49 transportes correos y almacenamiento ,238,223,15,
07 Chiapas,027 Chiapa de corzo,51     Información en medios masivos ,24,13,11,
07 Chiapas,027 Chiapa de corzo,52     Servicios financieros y de seguros ,37,21,16,
07 Chiapas,027 Chiapa de corzo,53     Servicios inmobiliarios y de alquiler de bienes muebles e intangibles ,108,68,40,
07 Chiapas,027 Chiapa de corzo,54     Servicios profesionales científicos y técnicos ,64,44,20,
07 Chiapas,027 Chiapa de corzo,56     Servicios de apoyo a los negocios y manejo de desechos y servicios de remediación ,150,88,62,
07 Chiapas,027 Chiapa de corzo,61     Servicios educativos ,53,18,35,
07 Chiapas,027 Chiapa de corzo,62     Servicios de salud y de asistencia social ,223,182,41,
07 Chiapas,027 Chiapa de corzo,71     Servicios de esparcimiento culturales y deportivos y otros servicios recreativos ,38,27,11,
07 Chiapas,027 Chiapa de corzo,72     Servicios de alojamiento temporal y de preparación de alimentos y bebidas ,621,238,383,
07 Chiapas,027 Chiapa de corzo,81     Otros servicios excepto actividades gubernamentales ,259,188,71,
20 Oaxaca,027 Chiquihuitlán de benito juárez,22     Generación transmisión y distribución de energía eléctrica suministro de agua y de gas por ductos al consumidor final ,2,2,0,
20 Oaxaca,027 Chiquihuitlán de benito juárez,31  - 33 industrias manufactureras ,3,2,1,
20 Oaxaca,027 Chiquihuitlán de benito juárez,46     Comercio al por menor ,39,11,28,
20 Oaxaca,027 Chiquihuitlán de benito juárez,72     Servicios de alojamiento temporal y de preparación de alimentos y bebidas ,4,1,3,
20 Oaxaca,027 Chiquihuitlán de benito juárez,81     Otros servicios excepto actividades gubernamentales ,1,1,0,
16 Michoacán de ocampo,027 Chucándiro,22     Generación transmisión y distribución de energía eléctrica suministro de agua y de gas por ductos al consumidor final ,3,2,1,
16 Michoacán de ocampo,027 Chucándiro,31  - 33 industrias manufactureras ,24,10,14,
16 Michoacán de ocampo,027 Chucándiro,43     Comercio al por mayor ,20,14,6,
16 Michoacán de ocampo,027 Chucándiro,46     Comercio al por menor ,108,33,75,
16 Michoacán de ocampo,027 Chucándiro,53     Servicios inmobiliarios y de alquiler de bienes muebles e intangibles ,2,1,1,
16 Michoacán de ocampo,027 Chucándiro,56     Servicios de apoyo a los negocios y manejo de desechos y servicios de remediación ,1,0,1,
16 Michoacán de ocampo,027 Chucándiro,62     Servicios de salud y de asistencia social ,7,2,5,
16 Michoacán de ocampo,027 Chucándiro,71     Servicios de esparcimiento culturales y deportivos y otros servicios recreativos ,12,10,2,
16 Michoacán de ocampo,027 Chucándiro,72     Servicios de alojamiento temporal y de preparación de alimentos y bebidas ,24,2,22,
16 Michoacán de ocampo,027 Chucándiro,81     Otros servicios excepto actividades gubernamentales ,11,6,5,
14 Jalisco,027 Cuautitlán de garcía barragán,11     Agricultura cría y explotación de animales aprovechamiento forestal pesca y caza (sólo pesca acuicultura y servicios relacionados con las actividades agropecuarias y forestales) ,4,4,0,
14 Jalisco,027 Cuautitlán de garcía barragán,22     Generación transmisión y distribución de energía eléctrica suministro de agua y de gas por ductos al consumidor final ,3,2,1,
14 Jalisco,027 Cuautitlán de garcía barragán,31  - 33 industrias manufactureras ,47,24,23,
14 Jalisco,027 Cuautitlán de garcía barragán,43     Comercio al por mayor ,29,17,12,
14 Jalisco,027 Cuautitlán de garcía barragán,46     Comercio al por menor ,224,105,119,
14 Jalisco,027 Cuautitlán de garcía barragán,51     Información en medios masivos ,2,1,1,
14 Jalisco,027 Cuautitlán de garcía barragán,52     Servicios financieros y de seguros ,12,4,8,
14 Jalisco,027 Cuautitlán de garcía barragán,53     Servicios inmobiliarios y de alquiler de bienes muebles e intangibles ,1,0,1,
14 Jalisco,027 Cuautitlán de garcía barragán,54     Servicios profesionales científicos y técnicos ,3,0,3,
14 Jalisco,027 Cuautitlán de garcía barragán,56     Servicios de apoyo a los negocios y manejo de desechos y servicios de remediación ,6,3,3,
14 Jalisco,027 Cuautitlán de garcía barragán,61     Servicios educativos ,1,1,0,
14 Jalisco,027 Cuautitlán de garcía barragán,62     Servicios de salud y de asistencia social ,3,1,2,
14 Jalisco,027 Cuautitlán de garcía barragán,71     Servicios de esparcimiento culturales y deportivos y otros servicios recreativos ,2,1,1,
14 Jalisco,027 Cuautitlán de garcía barragán,72     Servicios de alojamiento temporal y de preparación de alimentos y bebidas ,75,23,52,
14 Jalisco,027 Cuautitlán de garcía barragán,81     Otros servicios excepto actividades gubernamentales ,37,25,12,
12 Guerrero,027 Cutzamala de pinzón,11     Agricultura cría y explotación de animales aprovechamiento forestal pesca y caza (sólo pesca acuicultura y servicios relacionados con las actividades agropecuarias y forestales) ,157,146,11,
12 Guerrero,027 Cutzamala de pinzón,31  - 33 industrias manufactureras ,120,78,42,
12 Guerrero,027 Cutzamala de pinzón,43     Comercio al por mayor ,39,31,8,
12 Guerrero,027 Cutzamala de pinzón,46     Comercio al por menor ,514,198,316,
12 Guerrero,027 Cutzamala de pinzón,51     Información en medios masivos ,2,1,1,
12 Guerrero,027 Cutzamala de pinzón,52     Servicios financieros y de seguros ,2,2,0,
12 Guerrero,027 Cutzamala de pinzón,53     Servicios inmobiliarios y de alquiler de bienes muebles e intangibles ,7,6,1,
12 Guerrero,027 Cutzamala de pinzón,54     Servicios profesionales científicos y técnicos ,7,6,1,
12 Guerrero,027 Cutzamala de pinzón,56     Servicios de apoyo a los negocios y manejo de desechos y servicios de remediación ,16,8,8,
12 Guerrero,027 Cutzamala de pinzón,62     Servicios de salud y de asistencia social ,19,10,9,
12 Guerrero,027 Cutzamala de pinzón,71     Servicios de esparcimiento culturales y deportivos y otros servicios recreativos ,11,10,1,
12 Guerrero,027 Cutzamala de pinzón,72     Servicios de alojamiento temporal y de preparación de alimentos y bebidas ,239,79,160,
12 Guerrero,027 Cutzamala de pinzón,81     Otros servicios excepto actividades gubernamentales ,118,94,24,
31 Yucatán,027 Dzidzantún,11     Agricultura cría y explotación de animales aprovechamiento forestal pesca y caza (sólo pesca acuicultura y servicios relacionados con las actividades agropecuarias y forestales) ,88,88,0,
31 Yucatán,027 Dzidzantún,22     Generación transmisión y distribución de energía eléctrica suministro de agua y de gas por ductos al consumidor final ,8,7,1,
31 Yucatán,027 Dzidzantún,31  - 33 industrias manufactureras ,159,86,73,
31 Yucatán,027 Dzidzantún,43     Comercio al por mayor ,28,22,6,
31 Yucatán,027 Dzidzantún,46     Comercio al por menor ,418,170,248,
31 Yucatán,027 Dzidzantún,51     Información en medios masivos ,5,2,3,
31 Yucatán,027 Dzidzantún,52     Servicios financieros y de seguros ,5,4,1,
31 Yucatán,027 Dzidzantún,53     Servicios inmobiliarios y de alquiler de bienes muebles e intangibles ,11,8,3,
31 Yucatán,027 Dzidzantún,54     Servicios profesionales científicos y técnicos ,4,2,2,
31 Yucatán,027 Dzidzantún,56     Servicios de apoyo a los negocios y manejo de desechos y servicios de remediación ,25,20,5,
31 Yucatán,027 Dzidzantún,61     Servicios educativos ,25,11,14,
31 Yucatán,027 Dzidzantún,62     Servicios de salud y de asistencia social ,62,52,10,
31 Yucatán,027 Dzidzantún,71     Servicios de esparcimiento culturales y deportivos y otros servicios recreativos ,13,8,5,
31 Yucatán,027 Dzidzantún,72     Servicios de alojamiento temporal y de preparación de alimentos y bebidas ,174,72,102,
31 Yucatán,027 Dzidzantún,81     Otros servicios excepto actividades gubernamentales ,76,65,11,
26 Sonora,027 Fronteras,22     Generación transmisión y distribución de energía eléctrica suministro de agua y de gas por ductos al consumidor final ,7,6,1,
26 Sonora,027 Fronteras,31  - 33 industrias manufactureras ,23,10,13,
26 Sonora,027 Fronteras,43     Comercio al por mayor ,16,12,4,
26 Sonora,027 Fronteras,46     Comercio al por menor ,202,94,108,
26 Sonora,027 Fronteras,52     Servicios financieros y de seguros ,1,0,1,
26 Sonora,027 Fronteras,53     Servicios inmobiliarios y de alquiler de bienes muebles e intangibles ,5,3,2,
26 Sonora,027 Fronteras,54     Servicios profesionales científicos y técnicos ,2,2,0,
26 Sonora,027 Fronteras,56     Servicios de apoyo a los negocios y manejo de desechos y servicios de remediación ,6,2,4,
26 Sonora,027 Fronteras,61     Servicios educativos ,32,10,22,
26 Sonora,027 Fronteras,62     Servicios de salud y de asistencia social ,8,5,3,
26 Sonora,027 Fronteras,71     Servicios de esparcimiento culturales y deportivos y otros servicios recreativos ,3,1,2,
26 Sonora,027 Fronteras,72     Servicios de alojamiento temporal y de preparación de alimentos y bebidas ,75,32,43,
26 Sonora,027 Fronteras,81     Otros servicios excepto actividades gubernamentales ,58,40,18,
08 Chihuahua,027 Guachochi,11     Agricultura cría y explotación de animales aprovechamiento forestal pesca y caza (sólo pesca acuicultura y servicios relacionados con las actividades agropecuarias y forestales) ,9,5,4,
08 Chihuahua,027 Guachochi,22     Generación transmisión y distribución de energía eléctrica suministro de agua y de gas por ductos al consumidor final ,23,23,0,
08 Chihuahua,027 Guachochi,23     Construcción ,3,3,0,
08 Chihuahua,027 Guachochi,31  - 33 industrias manufactureras ,329,286,43,
08 Chihuahua,027 Guachochi,43     Comercio al por mayor ,57,41,16,
08 Chihuahua,027 Guachochi,46     Comercio al por menor ,863,389,474,
08 Chihuahua,027 Guachochi,48  - 49 transportes correos y almacenamiento ,32,30,2,
08 Chihuahua,027 Guachochi,51     Información en medios masivos ,14,5,9,
08 Chihuahua,027 Guachochi,52     Servicios financieros y de seguros ,6,3,3,
08 Chihuahua,027 Guachochi,53     Servicios inmobiliarios y de alquiler de bienes muebles e intangibles ,50,38,12,
08 Chihuahua,027 Guachochi,54     Servicios profesionales científicos y técnicos ,29,16,13,
08 Chihuahua,027 Guachochi,56     Servicios de apoyo a los negocios y manejo de desechos y servicios de remediación ,12,3,9,
08 Chihuahua,027 Guachochi,61     Servicios educativos ,35,10,25,
08 Chihuahua,027 Guachochi,62     Servicios de salud y de asistencia social ,35,28,7,
08 Chihuahua,027 Guachochi,71     Servicios de esparcimiento culturales y deportivos y otros servicios recreativos ,10,6,4,
08 Chihuahua,027 Guachochi,72     Servicios de alojamiento temporal y de preparación de alimentos y bebidas ,227,84,143,
08 Chihuahua,027 Guachochi,81     Otros servicios excepto actividades gubernamentales ,183,141,42,
13 Hidalgo,027 Huehuetla,11     Agricultura cría y explotación de animales aprovechamiento forestal pesca y caza (sólo pesca acuicultura y servicios relacionados con las actividades agropecuarias y forestales) ,5,3,2,
13 Hidalgo,027 Huehuetla,22     Generación transmisión y distribución de energía eléctrica suministro de agua y de gas por ductos al consumidor final ,13,13,0,
13 Hidalgo,027 Huehuetla,31  - 33 industrias manufactureras ,82,33,49,
13 Hidalgo,027 Huehuetla,43     Comercio al por mayor ,30,26,4,
13 Hidalgo,027 Huehuetla,46     Comercio al por menor ,338,144,194,
13 Hidalgo,027 Huehuetla,53     Servicios inmobiliarios y de alquiler de bienes muebles e intangibles ,5,2,3,
13 Hidalgo,027 Huehuetla,54     Servicios profesionales científicos y técnicos ,3,3,0,
13 Hidalgo,027 Huehuetla,56     Servicios de apoyo a los negocios y manejo de desechos y servicios de remediación ,14,4,10,
13 Hidalgo,027 Huehuetla,61     Servicios educativos ,5,4,1,
13 Hidalgo,027 Huehuetla,71     Servicios de esparcimiento culturales y deportivos y otros servicios recreativos ,4,2,2,
13 Hidalgo,027 Huehuetla,72     Servicios de alojamiento temporal y de preparación de alimentos y bebidas ,64,27,37,
13 Hidalgo,027 Huehuetla,81     Otros servicios excepto actividades gubernamentales ,15,9,6,
19 Nuevo león,027 Los herreras,31  - 33 industrias manufactureras ,20,7,13,
19 Nuevo león,027 Los herreras,43     Comercio al por mayor ,10,8,2,
19 Nuevo león,027 Los herreras,46     Comercio al por menor ,65,31,34,
19 Nuevo león,027 Los herreras,48  - 49 transportes correos y almacenamiento ,17,14,3,
19 Nuevo león,027 Los herreras,61     Servicios educativos ,9,4,5,
19 Nuevo león,027 Los herreras,62     Servicios de salud y de asistencia social ,11,5,6,
19 Nuevo león,027 Los herreras,72     Servicios de alojamiento temporal y de preparación de alimentos y bebidas ,25,6,19,
19 Nuevo león,027 Los herreras,81     Otros servicios excepto actividades gubernamentales ,10,9,1,
32 Zacatecas,027 Melchor ocampo,22     Generación transmisión y distribución de energía eléctrica suministro de agua y de gas por ductos al consumidor final ,4,4,0,
32 Zacatecas,027 Melchor ocampo,31  - 33 industrias manufactureras ,5,3,2,
32 Zacatecas,027 Melchor ocampo,46     Comercio al por menor ,36,19,17,
32 Zacatecas,027 Melchor ocampo,56     Servicios de apoyo a los negocios y manejo de desechos y servicios de remediación ,2,0,2,
32 Zacatecas,027 Melchor ocampo,72     Servicios de alojamiento temporal y de preparación de alimentos y bebidas ,5,2,3,
32 Zacatecas,027 Melchor ocampo,81     Otros servicios excepto actividades gubernamentales ,6,6,0,
